# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,0,0,0,0,0,0,2000000,0,0
4,0,0,0,0,0,0,0,0,2000000,0,0
5,0,0,0,6,0,0,0,6,1999993,8,8
6,0,0,0,12,0,0,0,6,1999993,8,0
7,0,0,0,18,0,0,0,6,1999993,8,0
8,0,0,0,18,0,0,0,0,1999993,8,0
9,0,0,0,24,0,0,0,6,1999993,8,0
10,0,0,0,24,0,0,0,0,1999993,8,0
11,0,0,0,24,0,0,0,0,1999903,98,90
12,0,0,0,24,0,0,0,0,1999903,98,0
13,0,0,0,24,0,0,0,0,1999858,143,45
14,0,0,0,24,0,0,0,0,1999813,188,45
15,0,0,0,24,0,0,0,0,1999813,188,0
16,0,0,0,24,0,0,0,0,1999768,233,45
17,0,0,0,24,0,0,0,0,1999768,233,0
18,0,0,0,24,0,0,0,0,1999723,278,45
19,0,0,0,24,0,0,0,0,1999678,323,45
20,0,0,0,24,0,0,0,0,1999678,323,0
21,0,0,45,24,0,0,45,0,1999633,368,45
22,1,20,95,26,1,20,50,2,1999588,413,45
23,1,20,95,26,0,0,0,0,1999588,413,0
24,2,40,100,28,1,20,5,2,1999543,458,45
25,2,40,100,28,0,0,0,0,1999498,503,45
26,2,40,100,28,0,0,0,0,1999498,503,0
27,2,40,100,28,0,0,0,0,1999453,548,45
28,2,40,100,28,0,0,0,0,1999408,593,45
29,2,40,100,28,0,0,0,0,1999408,593,0
30,2,40,100,28,0,0,0,0,1999363,638,45
31,2,40,100,28,0,0,0,0,1999318,683,45
32,2,40,100,28,0,0,0,0,1999318,683,0
33,3,64,135,28,1,24,35,0,1999273,728,45
34,3,64,135,28,0,0,0,0,1999228,773,45
35,3,64,135,28,0,0,0,0,1999228,773,0
36,3,64,180,28,0,0,45,0,1999183,818,45
37,5,108,220,28,2,44,40,0,1999138,863,45
38,5,108,220,28,0,0,0,0,1999138,863,0
39,5,108,220,28,0,0,0,0,1999093,908,45
40,5,108,220,28,0,0,0,0,1999048,953,45
41,5,108,220,28,0,0,0,0,1999048,953,0
42,5,108,220,28,0,0,0,0,1999003,998,45
43,5,108,220,28,0,0,0,0,1998958,1043,45
44,5,108,220,28,0,0,0,0,1998958,1043,0
45,6,132,300,28,1,24,80,0,1998913,1088,45
46,7,152,305,30,1,20,5,2,1998868,1133,45
47,7,152,305,30,0,0,0,0,1998868,1133,0
48,8,176,340,30,1,24,35,0,1998823,1178,45
49,8,176,340,30,0,0,0,0,1998778,1223,45
50,8,176,340,30,0,0,0,0,1998778,1223,0
51,9,200,375,30,1,24,35,0,1998733,1268,45
52,11,248,445,30,2,48,70,0,1998688,1313,45
53,11,248,445,30,0,0,0,0,1998688,1313,0
54,11,248,445,30,0,0,0,0,1998643,1358,45
55,11,248,445,30,0,0,0,0,1998598,1403,45
56,11,248,445,30,0,0,0,0,1998598,1403,0
57,11,248,445,30,0,0,0,0,1998508,1493,90
58,11,248,445,30,0,0,0,0,1998463,1538,45
59,11,248,445,30,0,0,0,0,1998463,1538,0
60,13,296,515,30,2,48,70,0,1998418,1583,45
61,14,320,550,30,1,24,35,0,1998373,1628,45
62,14,320,550,30,0,0,0,0,1998373,1628,0
63,15,344,585,30,1,24,35,0,1998328,1673,45
64,16,368,620,30,1,24,35,0,1998283,1718,45
65,16,368,620,30,0,0,0,0,1998283,1718,0
66,17,392,700,30,1,24,80,0,1998238,1763,45
67,18,400,705,30,1,8,5,0,1998193,1808,45
68,18,400,705,30,0,0,0,0,1998193,1808,0
69,18,400,705,30,0,0,0,0,1998148,1853,45
70,18,400,705,30,0,0,0,0,1998103,1898,45
71,18,400,705,30,0,0,0,0,1998103,1898,0
72,19,400,740,30,1,0,35,0,1998058,1943,45
73,19,400,740,30,0,0,0,0,1998013,1988,45
74,19,400,740,30,0,0,0,0,1998013,1988,0
75,20,400,775,30,1,0,35,0,1997968,2033,45
76,20,400,775,30,0,0,0,0,1997923,2078,45
77,20,400,775,30,0,0,0,0,1997923,2078,0
78,21,400,810,30,1,0,35,0,1997878,2123,45
79,21,400,855,30,0,0,45,0,1997833,2168,45
80,21,400,855,30,0,0,0,0,1997833,2168,0
81,23,400,940,32,2,0,85,2,1997788,2213,45
82,23,400,940,32,0,0,0,0,1997743,2258,45
83,23,400,940,32,0,0,0,0,1997743,2258,0
84,24,400,945,34,1,0,5,2,1997698,2303,45
85,24,400,1080,34,0,0,135,0,1997653,2348,45

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量; boss_dmg_in_min=该分钟对Boss输出/格挡条下降量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,boss_dmg_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum,boss_dmg_cum
0,11,248,445,30,1538,11,248,445,30,1538
1,13,152,635,4,810,24,400,1080,34,2348

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,85,85,24,400,945,16.9,282,667

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,85,85,24,400,945,16.9,282,667

# 每阶段Boss战时间 (stage=第几场Boss战 1/2/3; start_sec/end_sec=游戏内起止秒; duration_sec=用时秒; result: defeated=阶段清空进入下一场 / final=最终击败通关 / aborted=异常中断 / ongoing=导出时仍在进行)
stage,start_sec,end_sec,duration_sec,result

# 武器切换记录 (switch=第几次; t_sec=游戏开始后秒; weapon_id=武器id; weapon_name=武器名)
switch,t_sec,weapon_id,weapon_name
1,1,140,"激光"
2,2,130,"导弹"
3,3,120,"自动步枪"
4,6,110,"狙击枪"

# 各武器生效段效率 (segment: 0=开局武器, 1=第1次切换后, 2=第2次切换后 …; 末段到导出时刻; boss_dmg=对Boss输出(格挡条下降量))
segment,weapon_name,t_start,t_end,seconds,kills,damage,boss_dmg,kills_per_min,damage_per_min,boss_dmg_per_min
0,"扇形剑气",0,1,1,0,0,0,0.0,0,0
1,"激光",1,2,1,0,0,0,0.0,0,0
2,"导弹",2,3,1,0,0,0,0.0,0,0
3,"自动步枪",3,6,3,0,0,8,0.0,0,150
4,"狙击枪",6,85,79,24,945,2295,18.2,718,1743

# 刷怪倍率调整记录 (adj=第几次; t_sec=游戏开始后秒; multiplier=调整后倍率, 1=默认)
adj,t_sec,multiplier
