# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,0,0,0,0,0,0,2000000,0,0
4,0,0,0,0,0,0,0,0,2000000,0,0
5,0,0,8,0,0,0,8,0,2000000,0,0
6,0,0,8,0,0,0,0,0,2000000,0,0
7,0,0,8,0,0,0,0,0,2000000,0,0
8,0,0,8,0,0,0,0,0,2000000,0,0
9,0,0,8,0,0,0,0,0,2000000,0,0
10,0,0,8,0,0,0,0,0,2000000,0,0
11,0,0,24,0,0,0,16,0,1999992,8,8
12,0,0,24,0,0,0,0,0,1999992,8,0
13,0,0,80,0,0,0,56,0,1999992,8,0
14,0,0,168,0,0,0,88,0,1999992,8,0
15,0,0,280,0,0,0,112,0,1999992,8,0
16,0,0,560,0,0,0,280,0,1999992,8,0
17,2,40,644,0,2,40,84,0,1999992,8,0
18,3,60,662,0,1,20,18,0,1999992,8,0
19,3,60,774,0,0,0,112,0,1999992,8,0
20,5,100,1178,0,2,40,404,0,1999992,8,0
21,9,180,1522,0,4,80,344,0,1999992,8,0
22,13,260,1874,0,4,80,352,0,1999992,8,0
23,21,400,2210,0,8,140,336,0,1999992,8,0
24,21,400,2210,0,0,0,0,0,1999992,8,0
25,31,400,2582,0,10,0,372,0,1999992,8,0
26,39,400,2950,0,8,0,368,0,1999992,8,0
27,44,400,3392,0,5,0,442,0,1999992,8,0
28,49,400,3762,0,5,0,370,0,1999992,8,0
29,56,400,3984,0,7,0,222,0,1999992,8,0
30,72,400,5077,0,16,0,1093,0,1999992,8,0
31,75,400,5468,0,3,0,391,0,1999992,8,0
32,90,400,5782,0,15,0,314,0,1999992,8,0
33,99,400,6197,0,9,0,415,0,1999992,8,0
34,99,400,6445,0,0,0,248,0,1999992,8,0
35,99,400,6525,0,0,0,80,0,1999992,8,0
36,112,400,6768,0,13,0,243,0,1999992,8,0
37,114,400,6806,0,2,0,38,0,1999992,8,0
38,120,400,7162,0,6,0,356,0,1999992,8,0
39,127,400,7379,0,7,0,217,0,1999992,8,0
40,133,400,8095,0,6,0,716,0,1999992,8,0
41,142,400,8705,0,9,0,610,0,1999992,8,0
42,154,400,8993,0,12,0,288,0,1999992,8,0
43,159,400,9251,0,5,0,258,0,1999992,8,0
44,168,400,9397,0,9,0,146,0,1999992,8,0
45,178,400,10125,8,10,0,728,8,1999992,8,0
46,179,400,10207,26,1,0,82,18,1999992,8,0
47,181,400,10315,36,2,0,108,10,1999992,8,0
48,189,400,10532,38,8,0,217,2,1999992,8,0
49,196,400,11098,38,7,0,566,0,1999992,8,0
50,205,400,11516,38,9,0,418,0,1999992,8,0
51,210,400,11695,38,5,0,179,0,1999992,8,0
52,211,400,11818,44,1,0,123,6,1999992,8,0
53,213,400,12007,47,2,0,189,3,1999992,8,0
54,218,400,12162,47,5,0,155,0,1999992,8,0
55,228,400,12720,61,10,0,558,14,1999992,8,0
56,243,400,13430,63,15,0,710,2,1999992,8,0
57,249,400,13690,63,6,0,260,0,1999992,8,0
58,253,400,13826,63,4,0,136,0,1999992,8,0
59,260,400,14066,63,7,0,240,0,1999992,8,0
60,271,400,14768,63,11,0,702,0,1999992,8,0
61,278,400,15142,63,7,0,374,0,1999992,8,0
62,290,400,15470,63,12,0,328,0,1999992,8,0
63,297,400,15748,63,7,0,278,0,1999992,8,0
64,297,400,15748,63,0,0,0,0,1999992,8,0
65,299,400,15776,63,2,0,28,0,1999992,8,0
66,304,400,16100,63,5,0,324,0,1999992,8,0
67,307,400,16402,63,3,0,302,0,1999992,8,0
68,310,400,16585,63,3,0,183,0,1999992,8,0
69,313,400,16943,63,3,0,358,0,1999992,8,0
70,322,400,17282,63,9,0,339,0,1999992,8,0
71,330,400,17762,63,8,0,480,0,1999992,8,0
72,341,400,18065,63,11,0,303,0,1999992,8,0
73,353,400,18515,63,12,0,450,0,1999992,8,0
74,353,400,18547,75,0,0,32,12,1999992,8,0
75,355,400,18752,137,2,0,205,62,1999992,8,0
76,367,400,19388,201,12,0,636,64,1999992,8,0
77,377,400,19787,245,10,0,399,44,1999992,8,0
78,386,400,20230,269,9,0,443,24,1999992,8,0
79,388,400,20578,275,2,0,348,6,1999992,8,0
80,388,400,20578,277,0,0,0,2,1999992,8,0
81,395,400,20848,277,7,0,270,0,1999992,8,0
82,401,400,21156,277,6,0,308,0,1999992,8,0
83,404,400,21491,277,3,0,335,0,1999992,8,0
84,410,400,21927,277,6,0,436,0,1999992,8,0
85,416,400,22147,277,6,0,220,0,1999992,8,0
86,422,400,22552,277,6,0,405,0,1999992,8,0
87,424,400,22828,277,2,0,276,0,1999992,8,0
88,435,400,23174,279,11,0,346,2,1999992,8,0
89,449,400,23498,283,14,0,324,4,1999992,8,0
90,453,400,23674,295,4,0,176,12,1999992,8,0
91,460,400,23904,305,7,0,230,10,1999992,8,0
92,467,400,24214,305,7,0,310,0,1999992,8,0
93,467,400,24318,323,0,0,104,18,1999992,8,0
94,474,400,24765,341,7,0,447,18,1999992,8,0
95,480,400,24874,343,6,0,109,2,1999992,8,0
96,486,400,25246,353,6,0,372,10,1999992,8,0
97,492,400,25418,353,6,0,172,0,1999992,8,0
98,492,400,25466,353,0,0,48,0,1999992,8,0
99,495,400,26008,353,3,0,542,0,1999992,8,0
100,505,400,26652,353,10,0,644,0,1999992,8,0
101,515,400,27026,353,10,0,374,0,1999992,8,0
102,520,400,27284,357,5,0,258,4,1999992,8,0
103,523,400,27474,377,3,0,190,20,1999992,8,0
104,524,400,27540,391,1,0,66,14,1999992,8,0
105,544,400,28236,393,20,0,696,2,1999992,8,0
106,560,400,28549,393,16,0,313,0,1999992,8,0
107,569,400,28967,393,9,0,418,0,1999992,8,0
108,573,400,29415,393,4,0,448,0,1999992,8,0
109,573,400,29463,393,0,0,48,0,1999992,8,0
110,579,400,29979,393,6,0,516,0,1999992,8,0
111,584,400,30253,393,5,0,274,0,1999992,8,0
112,586,400,30497,393,2,0,244,0,1999992,8,0
113,592,400,30853,393,6,0,356,0,1999992,8,0
114,598,400,31258,421,6,0,405,28,1999992,8,0
115,598,400,31258,489,0,0,0,68,1999992,8,0
116,607,400,31486,563,9,0,228,74,1999992,8,0
117,607,400,31742,617,0,0,256,54,1999992,8,0
118,626,400,32533,617,19,0,791,0,1999992,8,0
119,630,400,32949,617,4,0,416,0,1999992,8,0
120,634,400,33333,617,4,0,384,0,1999992,8,0
121,634,400,33333,619,0,0,0,2,1999992,8,0
122,642,400,33690,619,8,0,357,0,1999992,8,0
123,647,400,33988,619,5,0,298,0,1999992,8,0
124,657,400,34248,623,10,0,260,4,1999992,8,0
125,657,400,34264,639,0,0,16,16,1999992,8,0
126,659,400,34436,653,2,0,172,14,1999992,8,0
127,688,400,35237,699,29,0,801,46,1999992,8,0
128,709,400,35609,701,21,0,372,2,1999992,8,0
129,716,400,35952,705,7,0,343,4,1999992,8,0
130,722,400,36412,733,6,0,460,28,1999992,8,0
131,738,400,37364,749,16,0,952,16,1999992,8,0
132,738,400,37364,791,0,0,0,42,1999992,8,0
133,744,400,37616,795,6,0,252,4,1999992,8,0
134,757,400,37987,799,13,0,371,4,1999992,8,0
135,765,400,38276,803,8,0,289,4,1999992,8,0
136,771,400,38864,803,6,0,588,0,1999992,8,0
137,775,400,39072,803,4,0,208,0,1999992,8,0
138,775,400,39128,827,0,0,56,24,1999992,8,0
139,784,400,39307,897,9,0,179,70,1999992,8,0
140,789,400,39565,971,5,0,258,74,1999992,8,0
141,793,400,39910,977,4,0,345,6,1999992,8,0
142,803,400,40458,977,10,0,548,0,1999992,8,0
143,808,400,40580,977,5,0,122,0,1999992,8,0
144,815,400,40850,977,7,0,270,0,1999992,8,0
145,819,400,41051,979,4,0,201,2,1999992,8,0
146,830,400,41461,1001,11,0,410,22,1999992,8,0
147,839,400,42271,1049,9,0,810,48,1999992,8,0
148,839,400,42271,1129,0,0,0,80,1999992,8,0
149,851,400,42679,1153,12,0,408,24,1999992,8,0
150,854,400,43261,1153,3,0,582,0,1999992,8,0
151,874,400,44149,1153,20,0,888,0,1999992,8,0
152,880,400,44401,1153,6,0,252,0,1999992,8,0
153,892,400,44809,1153,12,0,408,0,1999992,8,0
154,901,400,45483,1163,9,0,674,10,1999992,8,0
155,920,400,45945,1179,19,0,462,16,1999992,8,0
156,920,400,45945,1179,0,0,0,0,1999992,8,0
157,929,400,46507,1181,9,0,562,2,1999992,8,0
158,934,400,46622,1193,5,0,115,12,1999992,8,0
159,948,400,47530,1229,14,0,908,36,1999992,8,0
160,948,400,47530,1283,0,0,0,54,1999992,8,0
161,951,400,47800,1353,3,0,270,70,1999992,8,0
162,961,400,48157,1377,10,0,357,24,1999992,8,0
163,970,400,48641,1423,9,0,484,46,1999992,8,0
164,981,400,49481,1423,11,0,840,0,1999992,8,0
165,987,400,49862,1441,6,0,381,18,1999992,8,0
166,992,400,50040,1471,5,0,178,30,1999992,8,0
167,1002,400,50500,1471,10,0,460,0,1999992,8,0
168,1008,400,50897,1471,6,0,397,0,1999992,8,0
169,1019,400,51391,1471,11,0,494,0,1999992,8,0
170,1020,400,51905,1477,1,0,514,6,1999992,8,0
171,1021,400,52091,1477,1,0,186,0,1999992,8,0
172,1021,400,52091,1495,0,0,0,18,1999992,8,0
173,1047,400,52791,1509,26,0,700,14,1999976,24,16
174,1055,400,52952,1519,8,0,161,10,1999976,24,0
175,1078,400,53918,1519,23,0,966,0,1999976,24,0
176,1084,400,54196,1519,6,0,278,0,1999976,24,0
177,1085,400,54366,1519,1,0,170,0,1999976,24,0
178,1088,400,54508,1519,3,0,142,0,1999976,24,0
179,1101,400,55182,1575,13,0,674,56,1999976,24,0
180,1108,400,55564,1633,7,0,382,58,1999976,24,0
181,1126,400,56197,1679,18,0,633,46,1999976,24,0
182,1129,400,56459,1681,3,0,262,2,1999976,24,0
183,1136,400,56657,1681,7,0,198,0,1999976,24,0
184,1138,400,56845,1685,2,0,188,4,1999976,24,0
185,1141,400,57011,1685,3,0,166,0,1999976,24,0
186,1150,400,57437,1717,9,0,426,32,1999976,24,0
187,1158,400,57799,1735,8,0,362,18,1999976,24,0
188,1162,400,57897,1771,4,0,98,36,1999976,24,0
189,1162,400,57913,1835,0,0,16,64,1999976,24,0
190,1168,400,58161,1869,6,0,248,34,1999976,24,0
191,1170,400,58629,1925,2,0,468,56,1999976,24,0
192,1187,400,59423,1959,17,0,794,34,1999976,24,0
193,1192,400,59778,1977,5,0,355,18,1999976,24,0
194,1203,400,60400,1977,11,0,622,0,1999976,24,0
195,1205,400,60532,1977,2,0,132,0,1999976,24,0
196,1209,400,61204,1977,4,0,672,0,1999976,24,0
197,1222,400,61910,1977,13,0,706,0,1999976,24,0
198,1231,400,62297,1981,9,0,387,4,1999976,24,0
199,1247,400,62729,2015,16,0,432,34,1999976,24,0
200,1253,400,62942,2071,6,0,213,56,1999976,24,0
201,1257,400,63142,2087,4,0,200,16,1999976,24,0
202,1271,400,63827,2087,14,0,685,0,1999976,24,0
203,1283,400,64339,2125,12,0,512,38,1999976,24,0
204,1283,400,64451,2147,0,0,112,22,1999976,24,0
205,1307,400,65379,2147,24,0,928,0,1999976,24,0
206,1307,400,65379,2157,0,0,0,10,1999976,24,0
207,1319,400,65731,2175,12,0,352,18,1999976,24,0
208,1323,400,65836,2175,4,0,105,0,1999976,24,0
209,1328,400,66270,2175,5,0,434,0,1999976,24,0
210,1329,400,66536,2175,1,0,266,0,1999976,24,0
211,1340,400,66886,2175,11,0,350,0,1999976,24,0
212,1340,400,66950,2187,0,0,64,12,1999976,24,0
213,1345,400,67178,2187,5,0,228,0,1999976,24,0
214,1345,400,67666,2201,0,0,488,14,1999928,72,48
215,1354,400,68053,2211,9,0,387,10,1999928,72,0
216,1363,400,68355,2227,9,0,302,16,1999928,72,0
217,1363,400,68355,2227,0,0,0,0,1999928,72,0
218,1367,400,68908,2227,4,0,553,0,1999928,72,0
