# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
6,0,0,10,0,0,0,10,0
7,0,0,10,0,0,0,0,0
8,0,0,30,0,0,0,20,0
9,0,0,50,0,0,0,20,0
10,0,0,80,0,0,0,30,0
11,1,20,100,2,1,20,20,2
12,2,40,110,4,1,20,10,2
13,2,40,110,4,0,0,0,0
14,2,40,110,4,0,0,0,0
15,2,40,140,4,0,0,30,0
16,3,60,160,6,1,20,20,2
17,3,60,200,6,0,0,40,0
18,3,60,230,6,0,0,30,0
19,4,80,240,6,1,20,10,0
20,4,80,260,6,0,0,20,0
21,5,100,290,6,1,20,30,0
22,5,100,290,6,0,0,0,0
23,5,100,301,6,0,0,11,0
24,5,100,334,6,0,0,33,0
25,5,100,367,6,0,0,33,0
26,5,100,378,6,0,0,11,0
27,5,100,400,6,0,0,22,0
28,5,100,400,8,0,0,0,2
29,5,100,400,10,0,0,0,2
30,5,100,433,10,0,0,33,0
31,5,100,444,10,0,0,11,0
32,6,120,472,10,1,20,28,0
33,9,180,612,12,3,60,140,2
34,11,220,660,12,2,40,48,0
35,11,220,671,12,0,0,11,0
36,13,260,706,12,2,40,35,0
37,13,260,706,12,0,0,0,0
38,14,280,723,12,1,20,17,0
39,14,280,723,26,0,0,0,14
40,14,280,734,28,0,0,11,2
41,14,280,734,28,0,0,0,0
42,14,280,734,28,0,0,0,0
43,14,280,734,28,0,0,0,0
44,14,280,756,28,0,0,22,0
45,14,280,800,28,0,0,44,0
46,15,300,829,28,1,20,30,0
47,15,300,840,28,0,0,11,0
48,16,320,848,28,1,20,8,0
49,16,320,848,28,0,0,0,0
50,16,320,848,28,0,0,0,0
51,16,320,848,28,0,0,0,0
52,16,320,859,28,0,0,11,0
53,16,320,870,28,0,0,11,0
54,16,320,870,28,0,0,0,0
55,16,320,881,28,0,0,11,0
56,16,320,892,28,0,0,11,0
57,16,320,914,32,0,0,22,4
58,16,320,925,32,0,0,11,0
59,16,320,925,32,0,0,0,0
60,17,344,935,34,1,24,11,2
61,17,344,935,34,0,0,0,0
62,17,344,957,34,0,0,22,0
63,17,344,990,34,0,0,33,0
64,17,344,1023,34,0,0,33,0
65,18,364,1065,36,1,20,42,2
66,19,384,1074,36,1,20,9,0
67,19,384,1074,36,0,0,0,0
68,19,384,1074,36,0,0,0,0
69,19,384,1074,36,0,0,0,0
70,19,384,1074,36,0,0,0,0
71,19,384,1074,36,0,0,0,0
