# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,500,0,0
1,0,0,0,0,0,0,0,0,500,0,0
2,0,0,0,0,0,0,0,0,500,0,0
3,0,0,0,0,0,0,0,0,500,0,0
4,0,0,0,6,0,0,0,6,500,0,0
5,0,0,0,18,0,0,0,12,500,0,0
6,0,0,0,18,0,0,0,0,500,0,0
7,0,0,10,21,0,0,10,3,500,0,0
8,0,0,40,21,0,0,30,0,500,0,0
9,1,5,50,21,1,5,10,0,500,0,0
10,1,5,60,21,0,0,10,0,500,0,0
11,1,5,80,21,0,0,20,0,500,0,0
12,2,10,110,23,1,5,30,2,500,0,0
13,2,10,140,23,0,0,30,0,500,0,0
14,3,15,161,23,1,5,20,0,500,0,0
15,3,15,191,25,0,0,30,2,500,0,0
16,3,15,211,25,0,0,20,0,500,0,0
17,3,15,221,25,0,0,10,0,500,0,0
18,4,20,241,25,1,5,20,0,500,0,0
19,4,20,271,25,0,0,30,0,500,0,0
20,4,20,331,27,0,0,60,2,500,0,0
21,5,25,391,27,1,5,60,0,500,0,0
22,6,30,492,27,1,5,100,0,500,0,0
23,9,45,523,27,3,15,32,0,500,0,0
24,9,45,523,27,0,0,0,0,500,0,0
25,10,50,544,27,1,5,21,0,500,0,0
26,10,50,564,27,0,0,20,0,500,0,0
27,10,50,604,27,0,0,40,0,500,0,0
28,12,60,645,29,2,10,41,2,500,0,0
29,12,60,685,37,0,0,40,8,500,0,0
30,13,65,706,45,1,5,21,8,500,0,0
31,13,65,736,45,0,0,30,0,500,0,0
32,13,65,736,45,0,0,0,0,500,0,0
33,13,65,806,45,0,0,70,0,500,0,0
34,14,70,837,45,1,5,31,0,500,0,0
35,16,81,843,45,2,11,6,0,500,0,0
36,16,81,863,47,0,0,20,2,500,0,0
37,16,81,903,47,0,0,40,0,500,0,0
38,16,81,943,47,0,0,40,0,500,0,0
39,16,81,983,47,0,0,40,0,500,0,0
40,16,81,983,47,0,0,0,0,500,0,0
41,17,87,999,47,1,6,16,0,500,0,0
42,18,93,1005,47,1,6,6,0,500,0,0
43,18,93,1035,47,0,0,30,0,500,0,0
44,20,103,1077,51,2,10,43,4,500,0,0
45,21,108,1089,53,1,5,11,2,500,0,0
46,23,119,1196,55,2,11,107,2,500,0,0
47,23,119,1246,55,0,0,50,0,500,0,0
48,23,119,1286,55,0,0,40,0,500,0,0
49,26,136,1298,55,3,17,12,0,500,0,0
50,27,141,1320,59,1,5,22,4,500,0,0
51,28,147,1396,59,1,6,76,0,500,0,0
52,28,147,1436,63,0,0,40,4,500,0,0
53,29,152,1468,67,1,5,32,4,500,0,0
54,30,158,1504,69,1,6,36,2,500,0,0
55,33,176,1542,73,3,18,38,4,500,0,0
56,34,182,1548,75,1,6,6,2,500,0,0
57,34,182,1558,75,0,0,10,0,500,0,0
58,35,188,1605,77,1,6,47,2,500,0,0
59,35,188,1635,77,0,0,30,0,500,0,0
60,36,194,1672,77,1,6,37,0,500,0,0
61,37,199,1675,77,1,5,3,0,500,0,0
62,38,205,1712,77,1,6,37,0,500,0,0
63,38,205,1712,79,0,0,0,2,500,0,0
64,38,205,1792,79,0,0,80,0,500,0,0
65,39,210,1895,79,1,5,103,0,500,0,0
66,41,220,1910,79,2,10,15,0,500,0,0
67,42,225,1932,81,1,5,22,2,500,0,0
68,44,237,2016,81,2,12,84,0,500,0,0
69,44,237,2046,81,0,0,30,0,500,0,0
70,44,237,2104,81,0,0,58,0,500,0,0
71,45,242,2171,81,1,5,67,0,500,0,0
72,48,258,2222,85,3,16,51,4,500,0,0
73,48,258,2242,85,0,0,20,0,500,0,0
74,48,258,2290,85,0,0,48,0,500,0,0
75,49,263,2337,85,1,5,47,0,500,0,0
76,49,263,2377,87,0,0,40,2,500,0,0
77,51,273,2430,89,2,10,53,2,500,0,0
78,52,278,2436,89,1,5,6,0,500,0,0
79,52,278,2436,93,0,0,0,4,500,0,0
80,52,278,2456,93,0,0,20,0,500,0,0
81,54,290,2481,95,2,12,25,2,500,0,0
82,54,290,2481,97,0,0,0,2,500,0,0
83,54,290,2491,99,0,0,10,2,500,0,0
84,55,296,2559,99,1,6,68,0,500,0,0
85,56,301,2637,101,1,5,78,2,500,0,0
86,57,306,2690,101,1,5,54,0,500,0,0
87,59,316,2734,101,2,10,44,0,500,0,0
88,59,316,2734,101,0,0,0,0,500,0,0
89,59,316,2744,101,0,0,10,0,500,0,0
90,59,316,2802,101,0,0,58,0,500,0,0
91,59,316,2822,101,0,0,20,0,500,0,0
92,61,327,2913,107,2,11,90,6,500,0,0
93,63,338,2933,111,2,11,20,4,500,0,0
94,63,338,2997,111,0,0,64,0,500,0,0
95,64,343,3017,111,1,5,20,0,500,0,0
96,65,348,3028,113,1,5,10,2,500,0,0
97,65,348,3028,113,0,0,0,0,500,0,0
98,65,348,3048,113,0,0,20,0,500,0,0
99,66,354,3090,115,1,6,42,2,500,0,0
100,68,354,3159,115,2,0,69,0,500,0,0
101,68,354,3159,117,0,0,0,2,500,0,0
102,69,359,3213,117,1,5,54,0,500,0,0
103,69,359,3341,119,0,0,128,2,500,0,0
104,71,369,3439,121,2,10,98,2,500,0,0
105,74,385,3499,123,3,16,60,2,500,0,0
106,74,385,3499,125,0,0,0,2,500,0,0
107,74,385,3539,125,0,0,40,0,500,0,0
108,75,390,3568,129,1,5,29,4,500,0,0
109,75,390,3568,131,0,0,0,2,500,0,0
110,75,390,3568,131,0,0,0,0,500,0,0
111,77,401,3700,133,2,11,132,2,500,0,0
112,78,407,3774,137,1,6,73,4,500,0,0
113,79,412,3807,137,1,5,33,0,500,0,0
114,81,423,3901,137,2,11,94,0,500,0,0
115,81,423,3941,137,0,0,40,0,500,0,0
116,83,433,4040,137,2,10,99,0,500,0,0
117,83,433,4040,151,0,0,0,14,500,0,0
118,83,433,4050,155,0,0,10,4,500,0,0
119,84,439,4088,155,1,6,39,0,500,0,0
120,84,439,4088,155,0,0,0,0,500,0,0
121,84,439,4098,161,0,0,10,6,500,0,0
122,85,445,4137,161,1,6,39,0,500,0,0
123,85,445,4137,161,0,0,0,0,500,0,0
124,85,445,4147,161,0,0,10,0,500,0,0
125,86,451,4186,161,1,6,39,0,500,0,0
126,86,451,4196,165,0,0,10,4,500,0,0
127,87,456,4284,165,1,5,88,0,500,0,0
128,87,456,4284,165,0,0,0,0,500,0,0
129,87,456,4373,165,0,0,89,0,500,0,0
130,91,478,4552,165,4,22,179,0,500,0,0
131,92,484,4557,165,1,6,5,0,500,0,0
132,93,489,4642,165,1,5,85,0,500,0,0
133,93,489,4657,165,0,0,15,0,500,0,0
134,93,489,4657,165,0,0,0,0,500,0,0
135,94,495,4676,165,1,6,19,0,500,0,0
136,94,495,4722,165,0,0,46,0,500,0,0
137,95,500,4746,165,1,5,24,0,500,0,0
138,95,500,4760,165,0,0,14,0,500,0,0
139,96,506,4782,165,1,6,22,0,500,0,0
140,96,506,4822,165,0,0,40,0,500,0,0
141,97,512,4832,165,1,6,10,0,500,0,0
142,97,512,4832,165,0,0,0,0,500,0,0
143,97,512,4832,165,0,0,0,0,500,0,0
144,97,512,4832,165,0,0,0,0,500,0,0
145,97,512,4848,165,0,0,16,0,500,0,0
146,98,518,4881,165,1,6,34,0,500,0,0
147,98,518,4881,165,0,0,0,0,500,0,0
148,98,518,4919,165,0,0,38,0,500,0,0
149,99,524,4986,165,1,6,66,0,500,0,0
150,101,534,5162,165,2,10,176,0,500,0,0
151,102,540,5222,165,1,6,60,0,500,0,0
152,104,552,5269,165,2,12,47,0,500,0,0
153,104,552,5285,165,0,0,16,0,500,0,0
154,105,557,5341,167,1,5,56,2,500,0,0
155,105,557,5380,171,0,0,39,4,500,0,0
156,106,563,5419,173,1,6,40,2,500,0,0
157,106,563,5419,173,0,0,0,0,500,0,0
