# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,0,0,0,0,0,0,2000000,0,0
4,0,0,20,0,0,0,20,0,2000000,0,0
5,1,24,35,2,1,24,15,2,2000000,0,0
6,1,24,35,2,0,0,0,0,2000000,0,0
7,1,24,65,2,0,0,30,0,2000000,0,0
8,1,24,75,2,0,0,10,0,2000000,0,0
9,1,24,75,8,0,0,0,6,2000000,0,0
10,1,24,75,14,0,0,0,6,2000000,0,0
11,1,24,75,14,0,0,0,0,1999970,30,30
12,1,24,75,14,0,0,0,0,1999950,50,20
13,1,24,75,14,0,0,0,0,1999930,70,20
14,1,24,75,14,0,0,0,0,1999910,90,20
15,1,24,75,14,0,0,0,0,1999890,110,20
16,1,24,75,14,0,0,0,0,1999860,140,30
17,1,24,75,14,0,0,0,0,1999850,150,10
18,1,24,75,14,0,0,0,0,1999820,180,30
19,1,24,105,14,0,0,30,0,1999800,200,20
20,1,24,205,14,0,0,100,0,1999780,220,20
21,2,44,275,14,1,20,70,0,1999760,240,20
22,6,124,325,16,4,80,50,2,1999740,260,20
23,6,124,335,16,0,0,10,0,1999710,290,30
24,6,124,355,16,0,0,20,0,1999690,310,20
25,7,144,375,16,1,20,20,0,1999670,330,20
26,7,144,375,16,0,0,0,0,1999650,350,20
27,7,144,375,16,0,0,0,0,1999630,370,20
28,7,144,375,16,0,0,0,0,1999600,400,30
29,7,144,375,16,0,0,0,0,1999580,420,20
30,7,144,375,16,0,0,0,0,1999550,450,30
31,7,144,375,16,0,0,0,0,1999530,470,20
32,7,144,375,16,0,0,0,0,1999510,490,20
33,7,144,375,16,0,0,0,0,1999490,510,20
34,7,144,375,16,0,0,0,0,1999460,540,30
35,7,144,375,16,0,0,0,0,1999440,560,20
36,7,144,375,16,0,0,0,0,1999420,580,20
37,7,144,375,16,0,0,0,0,1999400,600,20
38,7,144,375,16,0,0,0,0,1999380,620,20
39,7,144,375,16,0,0,0,0,1999350,650,30
40,7,144,375,16,0,0,0,0,1999330,670,20
41,7,144,375,16,0,0,0,0,1999310,690,20
42,7,144,375,16,0,0,0,0,1999290,710,20
43,7,144,375,16,0,0,0,0,1999260,740,30
44,7,144,375,16,0,0,0,0,1999240,760,20
45,7,144,375,16,0,0,0,0,1999220,780,20
46,7,144,375,16,0,0,0,0,1999190,810,30
47,7,144,375,16,0,0,0,0,1999170,830,20
48,7,144,375,16,0,0,0,0,1999150,850,20
49,7,144,375,16,0,0,0,0,1999130,870,20
50,7,144,375,16,0,0,0,0,1999110,890,20
51,7,144,375,16,0,0,0,0,1999080,920,30
52,7,144,375,16,0,0,0,0,1999060,940,20
53,7,144,375,16,0,0,0,0,1999040,960,20
54,7,144,385,16,0,0,10,0,1999020,980,20
55,7,144,405,16,0,0,20,0,1999000,1000,20
56,8,164,425,16,1,20,20,0,1998980,1020,20
57,8,164,425,16,0,0,0,0,1998950,1050,30
58,8,164,425,16,0,0,0,0,1998930,1070,20
59,8,164,425,16,0,0,0,0,1998910,1090,20
60,8,164,425,16,0,0,0,0,1998880,1120,30
61,8,164,425,16,0,0,0,0,1998860,1140,20
62,8,164,435,16,0,0,10,0,1998830,1170,30
63,8,164,455,16,0,0,20,0,1998810,1190,20
64,9,184,475,16,1,20,20,0,1998780,1220,30
65,9,184,505,16,0,0,30,0,1998750,1250,30
66,10,204,525,16,1,20,20,0,1998730,1270,20
67,10,204,525,16,0,0,0,0,1998710,1290,20
68,10,204,525,16,0,0,0,0,1998680,1320,30
69,10,204,525,16,0,0,0,0,1998660,1340,20
70,10,204,525,16,0,0,0,0,1998640,1360,20
71,10,204,525,16,0,0,0,0,1998620,1380,20
72,10,204,545,16,0,0,20,0,1998600,1400,20
73,11,224,575,16,1,20,30,0,1998580,1420,20
74,11,224,585,16,0,0,10,0,1998550,1450,30
75,11,224,605,16,0,0,20,0,1998530,1470,20
76,12,244,665,16,1,20,60,0,1998510,1490,20
77,12,244,705,16,0,0,40,0,1998490,1510,20
78,14,284,725,16,2,40,20,0,1998470,1530,20
79,14,284,725,16,0,0,0,0,1998440,1560,30
80,14,284,725,16,0,0,0,0,1998410,1590,30
81,14,284,725,16,0,0,0,0,1998390,1610,20
82,14,284,725,16,0,0,0,0,1998370,1630,20
83,14,284,765,16,0,0,40,0,1998350,1650,20
84,15,304,815,16,1,20,50,0,1998330,1670,20
85,16,324,825,16,1,20,10,0,1998300,1700,30
86,16,324,825,16,0,0,0,0,1998280,1720,20
87,16,324,825,16,0,0,0,0,1998260,1740,20
88,16,324,825,16,0,0,0,0,1998240,1760,20
89,16,324,825,18,0,0,0,2,1998220,1780,20
90,16,324,825,20,0,0,0,2,1998190,1810,30
91,16,324,825,32,0,0,0,12,1998170,1830,20
92,16,324,825,32,0,0,0,0,1998150,1850,20
93,16,324,845,32,0,0,20,0,1998140,1860,10
94,16,324,915,32,0,0,70,0,1998120,1880,20
95,19,384,1015,32,3,60,100,0,1998100,1900,20
96,20,400,1025,32,1,16,10,0,1998080,1920,20
97,20,400,1025,32,0,0,0,0,1998040,1960,40
98,20,400,1035,32,0,0,10,0,1998020,1980,20
99,20,400,1055,32,0,0,20,0,1998000,2000,20
100,21,400,1075,32,1,0,20,0,1997980,2020,20
101,21,400,1075,32,0,0,0,0,1997960,2040,20
102,21,400,1075,32,0,0,0,0,1997940,2060,20
103,21,400,1085,32,0,0,10,0,1997910,2090,30
104,21,400,1105,32,0,0,20,0,1997890,2110,20
105,22,400,1125,32,1,0,20,0,1997870,2130,20
106,22,400,1125,32,0,0,0,0,1997850,2150,20
107,22,400,1125,32,0,0,0,0,1997820,2180,30
108,22,400,1145,32,0,0,20,0,1997800,2200,20
109,22,400,1165,32,0,0,20,0,1997770,2230,30
110,23,400,1175,32,1,0,10,0,1997750,2250,20
111,23,400,1175,32,0,0,0,0,1997730,2270,20
112,23,400,1175,32,0,0,0,0,1997710,2290,20
113,23,400,1175,32,0,0,0,0,1997690,2310,20
114,23,400,1175,32,0,0,0,0,1997660,2340,30
115,23,400,1185,32,0,0,10,0,1997630,2370,30
116,23,400,1225,32,0,0,40,0,1997610,2390,20
117,24,400,1265,32,1,0,40,0,1997590,2410,20
118,25,400,1295,32,1,0,30,0,1997570,2430,20
119,26,400,1325,32,1,0,30,0,1997550,2450,20
120,26,400,1325,32,0,0,0,0,1997530,2470,20
121,26,400,1325,32,0,0,0,0,1997490,2510,40
122,26,400,1325,32,0,0,0,0,1997470,2530,20
123,26,400,1325,32,0,0,0,0,1997450,2550,20
124,26,400,1325,32,0,0,0,0,1997430,2570,20
125,26,400,1325,32,0,0,0,0,1997410,2590,20
126,26,400,1365,32,0,0,40,0,1997380,2620,30
127,26,400,1405,32,0,0,40,0,1997360,2640,20
128,28,400,1435,34,2,0,30,2,1997340,2660,20
129,28,400,1465,34,0,0,30,0,1997320,2680,20
130,29,400,1515,36,1,0,50,2,1997300,2700,20
131,30,400,1565,36,1,0,50,0,1997280,2720,20
132,31,400,1585,36,1,0,20,0,1997250,2750,30
133,31,400,1605,36,0,0,20,0,1997230,2770,20
134,32,400,1625,36,1,0,20,0,1997210,2790,20
135,32,400,1635,36,0,0,10,0,1997190,2810,20
136,32,400,1655,36,0,0,20,0,1997170,2830,20
137,33,400,1685,36,1,0,30,0,1997150,2850,20
138,33,400,1725,36,0,0,40,0,1997130,2870,20
139,33,400,1725,36,0,0,0,0,1997120,2880,10

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量; boss_dmg_in_min=该分钟对Boss输出/格挡条下降量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,boss_dmg_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum,boss_dmg_cum
0,8,164,425,16,1090,8,164,425,16,1090
1,18,236,900,16,1360,26,400,1325,32,2450
2,7,0,400,4,430,33,400,1725,36,2880

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,139,139,33,400,1725,14.2,173,745

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,139,139,33,400,1725,14.2,173,745

# 每阶段Boss战时间 (stage=第几场Boss战 1/2/3; start_sec/end_sec=游戏内起止秒; duration_sec=用时秒; result: defeated=阶段清空进入下一场 / final=最终击败通关 / aborted=异常中断 / ongoing=导出时仍在进行)
stage,start_sec,end_sec,duration_sec,result

# 武器切换记录 (switch=第几次; t_sec=游戏开始后秒; weapon_id=武器id; weapon_name=武器名)
switch,t_sec,weapon_id,weapon_name

# 各武器生效段效率 (segment: 0=开局武器, 1=第1次切换后, 2=第2次切换后 …; 末段到导出时刻; boss_dmg=对Boss输出(格挡条下降量))
segment,weapon_name,t_start,t_end,seconds,kills,damage,boss_dmg,kills_per_min,damage_per_min,boss_dmg_per_min
0,"扇形剑气",0,139,139,33,1725,2870,14.2,745,1239

# 刷怪倍率调整记录 (adj=第几次; t_sec=游戏开始后秒; multiplier=调整后倍率, 1=默认)
adj,t_sec,multiplier
