# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,500,0,0
1,0,0,0,0,0,0,0,0,500,0,0
2,0,0,0,0,0,0,0,0,500,0,0
3,0,0,0,0,0,0,0,0,500,0,0
4,0,0,60,0,0,0,60,0,480,20,20
5,0,0,60,0,0,0,0,0,480,20,0
6,0,0,80,0,0,0,20,0,480,20,0
7,0,0,110,0,0,0,30,0,480,20,0
8,1,5,110,2,1,5,0,2,480,20,0
9,1,5,130,2,0,0,20,0,480,20,0
10,1,5,160,2,0,0,30,0,480,20,0
11,2,10,160,2,1,5,0,0,480,20,0
12,2,10,160,2,0,0,0,0,480,20,0
13,2,10,240,2,0,0,80,0,480,20,0
14,2,10,300,2,0,0,60,0,480,20,0
15,4,20,341,2,2,10,40,0,480,20,0
16,6,31,346,2,2,11,6,0,480,20,0
17,6,31,346,6,0,0,0,4,480,20,0
18,6,31,396,6,0,0,50,0,480,20,0
19,6,31,396,10,0,0,0,4,481,20,0
20,6,31,436,10,0,0,40,0,481,20,0
21,7,36,477,10,1,5,41,0,481,20,0
22,7,36,517,10,0,0,40,0,481,20,0
23,7,36,547,10,0,0,30,0,481,20,0
24,9,46,569,12,2,10,22,2,481,20,0
25,10,51,629,12,1,5,61,0,481,20,0
26,10,51,689,12,0,0,60,0,481,20,0
27,12,61,740,12,2,10,51,0,481,20,0
28,12,61,770,12,0,0,30,0,481,20,0
29,12,61,770,12,0,0,0,0,482,20,0
30,12,61,800,12,0,0,30,0,482,20,0
31,16,82,837,21,4,21,37,9,482,20,0
32,16,82,837,24,0,0,0,3,482,20,0
33,16,82,847,24,0,0,10,0,482,20,0
34,16,82,867,26,0,0,20,2,482,20,0
35,16,82,887,32,0,0,20,6,482,20,0
36,17,87,898,42,1,5,11,10,482,20,0
37,17,87,908,42,0,0,10,0,482,20,0
38,17,87,958,42,0,0,50,0,482,20,0
39,19,99,1020,42,2,12,62,0,483,20,0
40,20,105,1046,46,1,6,26,4,483,20,0
41,20,105,1056,46,0,0,10,0,483,20,0
42,21,110,1067,48,1,5,12,2,483,20,0
43,21,110,1097,48,0,0,30,0,483,20,0
44,21,110,1177,48,0,0,80,0,483,20,0
45,23,122,1259,56,2,12,82,8,483,20,0
46,23,122,1279,62,0,0,20,6,483,20,0
47,25,132,1282,64,2,10,3,2,483,20,0
48,25,132,1282,64,0,0,0,0,483,20,0
49,25,132,1282,64,0,0,0,0,484,20,0
50,25,132,1303,64,0,0,21,0,484,20,0
51,26,137,1335,64,1,5,32,0,484,20,0
52,26,137,1338,64,0,0,3,0,484,20,0
53,27,142,1386,64,1,5,48,0,484,20,0
54,27,142,1432,64,0,0,46,0,484,20,0
55,28,147,1467,66,1,5,34,2,484,20,0
56,29,152,1482,66,1,5,15,0,484,20,0
57,30,157,1502,68,1,5,20,2,484,20,0
58,30,157,1502,68,0,0,0,0,484,20,0
59,30,157,1543,68,0,0,41,0,485,20,0
60,31,162,1554,70,1,5,11,2,485,20,0
61,31,162,1606,72,0,0,52,2,485,20,0
62,32,168,1656,74,1,6,51,2,485,20,0
63,33,174,1662,74,1,6,6,0,485,20,0
64,35,186,1689,74,2,12,27,0,485,20,0
65,35,186,1699,80,0,0,10,6,485,20,0
66,36,192,1734,82,1,6,36,2,485,20,0
67,37,198,1804,82,1,6,70,0,485,20,0
68,38,204,1820,88,1,6,16,6,485,20,0
69,38,204,1845,92,0,0,25,4,486,20,0
70,39,204,1868,92,1,0,23,0,486,20,0
71,41,215,1944,94,2,11,76,2,486,20,0
72,41,215,1984,94,0,0,40,0,486,20,0
73,43,225,2079,94,2,10,96,0,486,20,0
74,44,230,2142,96,1,5,63,2,486,20,0
75,48,252,2267,98,4,22,125,2,486,20,0
76,48,252,2267,98,0,0,0,0,486,20,0
77,48,252,2267,98,0,0,0,0,486,20,0
78,50,262,2424,102,2,10,157,4,486,20,0
79,51,267,2426,106,1,5,2,4,487,20,0
80,51,267,2426,110,0,0,0,4,487,20,0
81,52,272,2480,114,1,5,53,4,487,20,0
82,54,282,2587,114,2,10,107,0,487,20,0
83,55,287,2640,118,1,5,54,4,487,20,0
84,55,287,2640,118,0,0,0,0,487,20,0
85,55,287,2640,118,0,0,0,0,487,20,0
86,56,292,2694,118,1,5,54,0,487,20,0
87,56,292,2694,120,0,0,0,2,487,20,0
88,57,298,2732,120,1,6,38,0,487,20,0
89,58,303,2785,122,1,5,54,2,488,20,0
90,60,315,2845,122,2,12,59,0,488,20,0
91,60,315,2845,124,0,0,0,2,488,20,0
92,60,315,2895,124,0,0,50,0,488,20,0
93,61,320,2899,124,1,5,4,0,488,20,0
94,61,320,2919,124,0,0,20,0,488,20,0
95,62,326,2962,124,1,6,43,0,488,20,0
96,63,331,2991,126,1,5,29,2,488,20,0
97,63,331,2991,126,0,0,0,0,488,20,0
98,64,336,3045,126,1,5,54,0,488,20,0
99,64,336,3045,128,0,0,0,2,489,20,0
100,65,341,3109,130,1,5,64,2,489,20,0
101,66,347,3137,130,1,6,28,0,489,20,0
102,66,347,3137,134,0,0,0,4,489,20,0
103,66,347,3137,134,0,0,0,0,489,20,0
104,66,347,3152,136,0,0,15,2,489,20,0
105,67,353,3175,138,1,6,23,2,489,20,0
106,67,353,3175,138,0,0,0,0,489,20,0
107,67,353,3175,138,0,0,0,0,489,20,0
108,68,358,3243,138,1,5,69,0,489,20,0
109,68,358,3311,138,0,0,68,0,490,20,0
110,69,363,3312,138,1,5,1,0,490,20,0
111,69,363,3312,142,0,0,0,4,490,20,0
112,69,363,3327,142,0,0,15,0,490,20,0
113,71,373,3449,142,2,10,122,0,490,20,0
114,71,373,3449,144,0,0,0,2,490,20,0
115,73,385,3571,146,2,12,122,2,490,20,0
116,76,402,3720,146,3,17,148,0,490,20,0
117,77,407,3720,146,1,5,1,0,490,20,0
118,77,407,3728,146,0,0,8,0,490,20,0
119,78,412,3865,146,1,5,137,0,491,20,0
120,80,422,3965,146,2,10,100,0,491,20,0
121,81,428,3975,148,1,6,11,2,491,20,0
122,82,434,4024,148,1,6,48,0,491,20,0
123,82,434,4031,152,0,0,8,4,483,28,8
124,82,434,4032,152,0,0,1,0,483,28,1
125,82,434,4293,152,0,0,262,0,369,142,114
126,82,434,4383,152,0,0,90,0,291,220,78
127,82,434,4462,152,0,0,79,0,212,299,79
128,82,434,4527,152,0,0,65,0,178,333,34
129,82,434,4543,152,0,0,16,0,174,337,4
130,82,434,4570,152,0,0,28,0,168,343,6
131,82,434,4587,152,0,0,17,0,166,345,2
132,83,439,4641,152,1,5,54,0,166,345,0
133,84,444,4688,152,1,5,47,0,166,345,0
134,84,444,4719,152,0,0,31,0,166,345,0
135,84,444,4738,152,0,0,19,0,166,345,0
136,84,444,4742,152,0,0,5,0,166,345,0
137,84,444,4744,152,0,0,2,0,166,345,0
138,84,444,4744,152,0,0,0,0,166,345,0
139,84,444,4744,152,0,0,0,0,166,345,0
140,85,450,4831,152,1,6,87,0,166,345,0
141,86,456,4881,152,1,6,49,0,167,345,0
142,87,461,4913,152,1,5,32,0,167,345,0
143,87,461,4913,152,0,0,0,0,167,345,0
144,87,461,4951,152,0,0,38,0,129,383,38
145,87,461,5027,152,0,0,76,0,53,459,76
146,87,461,5207,152,0,0,180,0,0,511,53
147,87,461,5248,152,0,0,41,0,0,511,0
148,89,472,5320,152,2,11,72,0,0,511,0
149,89,472,5320,152,0,0,0,0,0,511,0
150,89,472,5320,152,0,0,0,0,0,511,0
151,89,472,5336,152,0,0,16,0,0,511,0
152,90,478,5369,152,1,6,34,0,0,511,0
153,90,478,5416,152,0,0,47,0,0,511,0
154,91,484,5419,152,1,6,3,0,0,511,0
155,91,484,5419,152,0,0,0,0,0,511,0
156,91,484,5426,152,0,0,8,0,0,511,0
157,94,484,5567,152,3,0,141,0,0,511,0
