# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,0,0,0,0,0,0,2000000,0,0
4,0,0,0,0,0,0,0,0,2000000,0,0
5,0,0,0,0,0,0,0,0,2000000,0,0
6,0,0,0,0,0,0,0,0,2000000,0,0
7,0,0,0,0,0,0,0,0,2000000,0,0
8,0,0,0,0,0,0,0,0,2000000,0,0
9,2,44,85,0,2,44,85,0,2000000,0,0
10,3,68,120,0,1,24,35,0,2000000,0,0
11,5,116,460,0,2,48,340,0,2000000,0,0
12,7,156,515,0,2,40,55,0,2000000,0,0
13,11,236,535,0,4,80,20,0,2000000,0,0
14,12,256,720,0,1,20,185,0,2000000,0,0
15,12,256,1035,0,0,0,315,0,2000000,0,0
16,16,336,1055,0,4,80,20,0,2000000,0,0
17,19,400,1310,0,3,64,255,0,2000000,0,0
18,24,400,1470,0,5,0,160,0,2000000,0,0
19,25,400,1610,0,1,0,140,0,2000000,0,0
20,28,400,2255,0,3,0,645,0,2000000,0,0
21,29,400,2485,0,1,0,230,0,2000000,0,0
22,32,400,2950,0,3,0,465,0,2000000,0,0
23,49,400,3305,0,17,0,355,0,2000000,0,0
24,49,400,3305,0,0,0,0,0,2000000,0,0
25,53,400,3865,0,4,0,560,0,2000000,0,0
26,63,400,5460,0,10,0,1595,0,2000000,0,0
27,63,400,5550,0,0,0,90,0,2000000,0,0
28,74,400,6415,0,11,0,865,0,2000000,0,0
29,88,400,7175,0,14,0,760,0,2000000,0,0
30,88,400,7220,0,0,0,45,0,1999955,45,45
31,124,400,8120,0,36,0,900,0,1999955,45,0
32,128,400,8635,0,4,0,515,0,1999955,45,0
33,128,400,8635,0,0,0,0,0,1999955,45,0
34,132,400,9015,0,4,0,380,0,1999955,45,0
35,142,400,9380,0,10,0,365,0,1999955,45,0
36,143,400,9415,0,1,0,35,0,1999955,45,0
37,156,400,9975,0,13,0,560,0,1999955,45,0
38,162,400,10095,0,6,0,120,0,1999955,45,0
39,166,400,10115,0,4,0,20,0,1999955,45,0
40,179,400,10375,0,13,0,260,0,1999955,45,0
41,183,400,10440,6,4,0,65,6,1999955,45,0
42,197,400,11005,22,14,0,565,16,1999955,45,0
43,199,400,11150,26,2,0,145,4,1999955,45,0
44,199,400,11195,32,0,0,45,6,1999955,45,0
45,199,400,11465,44,0,0,270,12,1999955,45,0
46,202,400,11570,46,3,0,105,2,1999955,45,0
47,202,400,11570,46,0,0,0,0,1999955,45,0
48,207,400,11730,46,5,0,160,0,1999955,45,0
49,210,400,11970,46,3,0,240,0,1999955,45,0
50,210,400,12060,46,0,0,90,0,1999955,45,0
51,214,400,12710,46,4,0,650,0,1999955,45,0
52,216,400,12900,46,2,0,190,0,1999955,45,0
53,217,400,12905,48,1,0,5,2,1999955,45,0
54,227,400,13585,48,10,0,680,0,1999910,90,45
55,232,400,13880,48,5,0,295,0,1999910,90,0
56,233,400,13885,48,1,0,5,0,1999910,90,0
57,237,400,14190,48,4,0,305,0,1999910,90,0
58,248,400,14425,48,11,0,235,0,1999910,90,0
59,248,400,14425,48,0,0,0,0,1999910,90,0
60,253,400,15020,48,5,0,595,0,1999910,90,0
61,256,400,15395,52,3,0,375,4,1999910,90,0
62,256,400,15395,52,0,0,0,0,1999910,90,0
63,266,400,15670,52,10,0,275,0,1999910,90,0
64,267,400,16170,58,1,0,500,6,1999910,90,0
65,267,400,16170,74,0,0,0,16,1999910,90,0
66,283,400,17060,78,16,0,890,4,1999910,90,0
67,302,400,17380,84,19,0,320,6,1999910,90,0
68,304,400,17390,84,2,0,10,0,1999910,90,0
69,324,400,18105,84,20,0,715,0,1999910,90,0
70,326,400,18205,84,2,0,100,0,1999910,90,0
71,339,400,18405,102,13,0,200,18,1999910,90,0
72,346,400,18695,104,7,0,290,2,1999910,90,0
73,350,400,18850,106,4,0,155,2,1999910,90,0
74,362,400,19270,110,12,0,420,4,1999910,90,0
75,365,400,19765,110,3,0,495,0,1999910,90,0
76,365,400,19855,110,0,0,90,0,1999910,90,0
77,367,400,20030,110,2,0,175,0,1999910,90,0
78,376,400,20915,110,9,0,885,0,1999910,90,0
79,376,400,20915,110,0,0,0,0,1999910,90,0
80,376,400,21320,110,0,0,405,0,1999910,90,0
81,383,400,21565,110,7,0,245,0,1999910,90,0
82,383,400,21565,112,0,0,0,2,1999910,90,0
83,386,400,21850,112,3,0,285,0,1999910,90,0
84,395,400,22360,112,9,0,510,0,1999910,90,0
85,395,400,22360,112,0,0,0,0,1999910,90,0
86,404,400,23035,114,9,0,675,2,1999910,90,0
87,415,400,23720,130,11,0,685,16,1999910,90,0
88,415,400,23720,160,0,0,0,30,1999910,90,0
89,427,400,24395,170,12,0,675,10,1999910,90,0
90,438,400,24525,206,11,0,130,36,1999910,90,0
91,440,400,24580,222,2,0,55,16,1999910,90,0
92,462,400,24915,242,22,0,335,20,1999910,90,0
93,474,400,25530,248,12,0,615,6,1999910,90,0
94,474,400,25530,254,0,0,0,6,1999910,90,0
95,479,400,25825,282,5,0,295,28,1999910,90,0
96,483,400,26025,294,4,0,200,12,1999910,90,0
97,498,400,26325,304,15,0,300,10,1999910,90,0
98,507,400,26730,332,9,0,405,28,1999910,90,0
99,508,400,26825,338,1,0,95,6,1999910,90,0
100,521,400,27325,340,13,0,500,2,1999910,90,0
101,526,400,27680,340,5,0,355,0,1999910,90,0
102,530,400,27745,340,4,0,65,0,1999910,90,0
103,531,400,27930,340,1,0,185,0,1999910,90,0
104,537,400,28665,350,6,0,735,10,1999910,90,0
105,537,400,28755,364,0,0,90,14,1999910,90,0
106,546,400,29115,364,9,0,360,0,1999910,90,0
107,563,400,29380,388,17,0,265,24,1999910,90,0
108,563,400,29425,402,0,0,45,14,1999910,90,0
109,571,400,29915,410,8,0,490,8,1999910,90,0
110,574,400,30485,416,3,0,570,6,1999910,90,0
111,575,400,30565,422,1,0,80,6,1999910,90,0
112,584,400,31270,430,9,0,705,8,1999910,90,0
113,600,400,31890,430,16,0,620,0,1999910,90,0
114,600,400,31890,430,0,0,0,0,1999910,90,0
115,621,400,32370,430,21,0,480,0,1999910,90,0
116,623,400,32560,430,2,0,190,0,1999910,90,0
117,624,400,32610,430,1,0,50,0,1999910,90,0
118,629,400,33025,432,5,0,415,2,1999910,90,0
119,635,400,33145,432,6,0,120,0,1999910,90,0
120,635,400,33145,450,0,0,0,18,1999910,90,0
121,647,400,33655,452,12,0,510,2,1999910,90,0
122,662,400,34270,464,15,0,615,12,1999910,90,0
123,662,400,34270,482,0,0,0,18,1999910,90,0
124,671,400,34615,506,9,0,345,24,1999910,90,0
125,676,400,34730,552,5,0,115,46,1999910,90,0
126,684,400,35085,604,8,0,355,52,1999910,90,0
127,696,400,35700,610,12,0,615,6,1999910,90,0
128,698,400,35800,612,2,0,100,2,1999910,90,0
129,704,400,35920,614,6,0,120,2,1999910,90,0
130,705,400,36315,617,1,0,395,3,1999910,90,0
131,705,400,36315,617,0,0,0,0,1999865,135,45
132,712,400,36485,623,7,0,170,6,1999865,135,0
133,715,400,36695,635,3,0,210,12,1999865,135,0
134,717,400,36990,637,2,0,295,2,1999865,135,0
135,720,400,37185,639,3,0,195,2,1999865,135,0
136,723,400,37575,639,3,0,390,0,1999865,135,0
137,728,400,37645,639,5,0,70,0,1999865,135,0
138,732,400,38205,663,4,0,560,24,1999820,180,45
139,737,400,38755,687,5,0,550,24,1999820,180,0
140,737,400,38755,709,0,0,0,22,1999820,180,0
141,750,400,39180,711,13,0,425,2,1999820,180,0
142,755,400,39340,717,5,0,160,6,1999820,180,0
143,759,400,39360,719,4,0,20,2,1999820,180,0
144,771,400,39840,721,12,0,480,2,1999820,180,0
145,777,400,40215,733,6,0,375,12,1999820,180,0
146,780,400,40755,787,3,0,540,54,1999820,180,0
147,789,400,40980,805,9,0,225,18,1999820,180,0
148,790,400,40985,805,1,0,5,0,1999820,180,0
149,793,400,41225,805,3,0,240,0,1999820,180,0
150,793,400,41405,807,0,0,180,2,1999820,180,0
151,794,400,41590,807,1,0,185,0,1999820,180,0
152,797,400,41875,807,3,0,285,0,1999820,180,0
153,804,400,42030,809,7,0,155,2,1999820,180,0
154,804,400,42165,809,0,0,135,0,1999820,180,0
155,807,400,42750,895,3,0,585,86,1999820,180,0
156,813,400,43320,933,6,0,570,38,1999820,180,0
157,813,400,43320,947,0,0,0,14,1999820,180,0
158,827,400,44065,993,14,0,745,46,1999820,180,0
159,839,400,44395,1029,12,0,330,36,1999820,180,0
160,839,400,44485,1045,0,0,90,16,1999820,180,0
161,846,400,45060,1053,7,0,575,8,1999820,180,0
162,854,400,45760,1061,8,0,700,8,1999820,180,0
163,854,400,45760,1067,0,0,0,6,1999820,180,0
164,858,400,45945,1069,4,0,185,2,1999775,225,45
165,860,400,46045,1069,2,0,100,0,1999775,225,0
166,861,400,46095,1069,1,0,50,0,1999730,270,45
167,861,400,46095,1072,0,0,0,3,1999730,270,0
168,861,400,46095,1072,0,0,0,0,1999730,270,0
169,863,400,46240,1072,2,0,145,0,1999730,270,0
170,863,400,46375,1084,0,0,135,12,1999730,270,0
171,863,400,46420,1084,0,0,45,0,1999730,270,0
172,873,400,46995,1084,10,0,575,0,1999730,270,0
173,876,400,47100,1086,3,0,105,2,1999730,270,0
174,899,400,47530,1086,23,0,430,0,1999730,270,0
175,914,400,48325,1086,15,0,795,0,1999730,270,0
176,918,400,48480,1086,4,0,155,0,1999730,270,0
177,932,400,48715,1086,14,0,235,0,1999730,270,0
178,940,400,49745,1086,8,0,1030,0,1999730,270,0
179,940,400,49745,1086,0,0,0,0,1999730,270,0
180,948,400,50130,1086,8,0,385,0,1999730,270,0
181,952,400,50510,1088,4,0,380,2,1999730,270,0
182,952,400,50510,1100,0,0,0,12,1999730,270,0
183,955,400,51020,1126,3,0,510,26,1999730,270,0
184,970,400,51365,1134,15,0,345,8,1999730,270,0
185,972,400,51405,1204,2,0,40,70,1999730,270,0
186,979,400,51920,1210,7,0,515,6,1999730,270,0
187,980,400,51970,1250,1,0,50,40,1999730,270,0
188,987,400,52125,1278,7,0,155,28,1999730,270,0
189,991,400,52595,1292,4,0,470,14,1999730,270,0
190,991,400,52595,1292,0,0,0,0,1999730,270,0
191,1002,400,53250,1292,11,0,655,0,1999730,270,0
192,1005,400,53415,1292,3,0,165,0,1999730,270,0
193,1005,400,53415,1292,0,0,0,0,1999730,270,0
194,1009,400,53765,1292,4,0,350,0,1999685,315,45

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量; boss_dmg_in_min=该分钟对Boss输出/格挡条下降量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,boss_dmg_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum,boss_dmg_cum
0,248,400,14425,48,90,248,400,14425,48,90
1,387,0,18720,384,0,635,400,33145,432,90
2,305,0,16600,654,180,940,400,49745,1086,270
3,69,0,4020,206,45,1009,400,53765,1292,315

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,194,194,1005,400,53415,310.8,124,16520

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,194,194,1005,400,53415,310.8,124,16520

