# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,0,0,0,0,0,0,2000000,0,0
4,0,0,20,0,0,0,20,0,2000000,0,0
5,0,0,30,0,0,0,10,0,2000000,0,0
6,1,24,45,2,1,24,15,2,2000000,0,0
7,2,44,105,2,1,20,60,0,2000000,0,0
8,2,44,115,4,0,0,10,2,2000000,0,0
9,3,64,135,4,1,20,20,0,2000000,0,0
10,3,64,145,6,0,0,10,2,2000000,0,0
11,3,64,205,6,0,0,60,0,2000000,0,0
12,4,84,215,6,1,20,10,0,2000000,0,0
13,4,84,235,8,0,0,20,2,2000000,0,0
14,5,104,245,10,1,20,10,2,2000000,0,0
15,5,104,255,10,0,0,10,0,2000000,0,0
16,5,104,335,10,0,0,80,0,2000000,0,0
17,7,148,370,10,2,44,35,0,2000000,0,0
18,7,148,380,12,0,0,10,2,2000000,0,0
19,7,148,400,12,0,0,20,0,2000000,0,0
20,7,148,400,12,0,0,0,0,2000000,0,0
21,7,148,490,12,0,0,90,0,2000000,0,0
22,7,148,490,12,0,0,0,0,2000000,0,0
23,7,148,580,12,0,0,90,0,2000000,0,0
24,9,188,620,12,2,40,40,0,2000000,0,0
25,9,188,620,12,0,0,0,0,2000000,0,0
26,12,248,660,12,3,60,40,0,2000000,0,0
27,12,248,705,12,0,0,45,0,2000000,0,0
28,12,248,705,12,0,0,0,0,2000000,0,0
29,14,288,728,12,2,40,23,0,2000000,0,0
30,14,288,773,12,0,0,45,0,2000000,0,0
31,14,288,773,12,0,0,0,0,2000000,0,0
32,14,288,773,12,0,0,0,0,2000000,0,0
33,14,288,818,12,0,0,45,0,2000000,0,0
34,14,288,820,12,0,0,2,0,2000000,0,0
35,15,308,884,12,1,20,65,0,2000000,0,0
36,15,308,888,12,0,0,4,0,2000000,0,0
37,16,328,904,12,1,20,16,0,2000000,0,0
38,17,348,960,12,1,20,57,0,2000000,0,0
39,17,348,962,12,0,0,2,0,2000000,0,0
40,18,372,1053,12,1,24,91,0,2000000,0,0
41,18,372,1057,12,0,0,4,0,2000000,0,0
42,19,396,1103,20,1,24,46,8,2000000,0,0
43,20,420,1148,22,1,24,46,2,2000000,0,0
44,20,420,1148,22,0,0,0,0,2000000,0,0
45,20,420,1148,22,0,0,0,0,2000000,0,0
46,21,440,1160,22,1,20,12,0,2000000,0,0
47,21,440,1205,22,0,0,45,0,2000000,0,0
48,22,464,1251,22,1,24,46,0,2000000,0,0
49,23,484,1311,22,1,20,61,0,2000000,0,0
50,23,484,1313,22,0,0,2,0,2000000,0,0
51,26,556,1491,22,3,72,178,0,2000000,0,0
52,26,556,1499,22,0,0,8,0,2000000,0,0
53,26,556,1499,22,0,0,0,0,2000000,0,0
54,27,576,1511,22,1,20,12,0,2000000,0,0
55,27,576,1511,22,0,0,0,0,2000000,0,0
56,29,616,1636,22,2,40,125,0,2000000,0,0
57,29,616,1636,22,0,0,0,0,2000000,0,0
58,31,660,1700,22,2,44,64,0,2000000,0,0
59,33,700,1774,22,2,40,74,0,2000000,0,0
60,33,700,1774,22,0,0,0,0,2000000,0,0
61,33,700,1774,22,0,0,0,0,2000000,0,0
62,33,700,1774,22,0,0,0,0,2000000,0,0
63,33,700,1774,25,0,0,0,3,2000000,0,0
64,33,700,1774,43,0,0,0,18,2000000,0,0
65,33,700,2005,46,0,0,231,3,1999844,156,156
66,33,700,2122,46,0,0,117,0,1999782,218,62
67,33,700,2224,46,0,0,102,0,1999720,280,62
68,33,700,2286,46,0,0,62,0,1999658,342,62
69,33,700,2361,46,0,0,75,0,1999613,387,45
70,33,700,2451,46,0,0,90,0,1999553,447,60
71,36,772,2606,46,3,72,155,0,1999538,462,15
72,36,772,2636,46,0,0,30,0,1999538,462,0
73,38,812,2738,46,2,40,103,0,1999538,462,0
74,38,812,2768,46,0,0,30,0,1999538,462,0
75,39,832,2856,46,1,20,88,0,1999538,462,0
76,39,832,2919,46,0,0,63,0,1999538,462,0
77,40,852,2958,46,1,20,40,0,1999538,462,0
78,42,892,3088,46,2,40,130,0,1999538,462,0
79,45,964,3378,46,3,72,290,0,1999538,462,0
80,47,964,3472,46,2,0,94,0,1999538,462,0
81,47,964,3472,46,0,0,0,0,1999538,462,0
82,47,964,3472,46,0,0,0,0,1999538,462,0
83,48,984,3696,46,1,20,224,0,1999538,462,0
84,50,1024,3730,46,2,40,34,0,1999538,462,0
85,52,1068,3756,48,2,44,26,2,1999538,462,0
86,53,1088,3813,50,1,20,58,2,1999538,462,0
87,53,1088,3813,52,0,0,0,2,1999538,462,0
88,53,1088,3876,52,0,0,63,0,1999538,462,0
89,54,1108,3901,54,1,20,25,2,1999538,462,0
90,54,1108,3901,62,0,0,0,8,1999538,462,0
91,55,1132,3962,62,1,24,61,0,1999538,462,0
92,55,1132,4025,62,0,0,63,0,1999538,462,0
93,56,1132,4065,62,1,0,40,0,1999538,462,0
94,56,1132,4065,64,0,0,0,2,1999538,462,0
95,58,1132,4172,64,2,0,108,0,1999538,462,0
96,58,1132,4172,70,0,0,0,6,1999538,462,0
97,58,1132,4172,72,0,0,0,2,1999538,462,0
98,58,1132,4172,72,0,0,0,0,1999538,462,0
99,59,1132,4260,72,1,0,88,0,1999538,462,0
100,60,1132,4347,74,1,0,88,2,1999538,462,0
101,60,1132,4410,74,0,0,63,0,1999538,462,0
102,61,1132,4435,74,1,0,25,0,1999538,462,0
103,62,1132,4496,74,1,0,61,0,1999538,462,0
104,62,1132,4496,74,0,0,0,0,1999538,462,0
105,62,1132,4496,76,0,0,0,2,1999538,462,0
106,63,1132,4583,76,1,0,88,0,1999538,462,0
107,63,1132,4583,76,0,0,0,0,1999538,462,0
108,63,1132,4583,76,0,0,0,0,1999538,462,0
109,64,1132,4671,78,1,0,88,2,1999538,462,0
110,64,1132,4671,78,0,0,0,0,1999538,462,0
111,65,1132,4762,80,1,0,91,2,1999538,462,0
112,66,1132,4823,80,1,0,61,0,1999538,462,0
113,66,1132,4823,80,0,0,0,0,1999538,462,0
114,67,1132,4855,84,1,0,31,4,1999538,462,0
115,67,1132,4855,84,0,0,0,0,1999538,462,0
116,67,1132,4855,86,0,0,0,2,1999538,462,0
117,67,1132,4933,86,0,0,78,0,1999538,462,0
118,68,1152,4978,88,1,20,46,2,1999538,462,0
119,68,1152,5002,94,0,0,24,6,1999538,462,0
120,70,1192,5207,94,2,40,205,0,1999538,462,0
121,70,1192,5252,94,0,0,45,0,1999538,462,0
122,73,1252,5431,94,3,60,179,0,1999538,462,0
123,74,1272,5485,94,1,20,55,0,1999538,462,0
124,74,1272,5542,94,0,0,57,0,1999538,462,0
125,75,1292,5564,94,1,20,22,0,1999538,462,0
126,75,1292,5579,96,0,0,15,2,1999538,462,0
127,75,1292,5579,98,0,0,0,2,1999538,462,0
128,75,1292,5579,98,0,0,0,0,1999538,462,0
129,76,1312,5666,98,1,20,88,0,1999538,462,0
130,78,1360,5795,100,2,48,129,2,1999538,462,0
131,78,1360,5825,102,0,0,30,2,1999538,462,0
132,79,1384,5826,102,1,24,1,0,1999538,462,0
133,79,1384,5889,102,0,0,63,0,1999538,462,0
134,80,1384,5913,102,1,0,25,0,1999538,462,0
135,80,1384,5913,102,0,0,0,0,1999538,462,0
136,80,1384,5913,102,0,0,0,0,1999538,462,0
137,80,1384,5913,102,0,0,0,0,1999538,462,0
138,80,1384,5913,102,0,0,0,0,1999538,462,0
139,80,1384,5913,102,0,0,0,0,1999538,462,0
140,81,1408,5975,110,1,24,61,8,1999538,462,0
141,81,1408,6015,112,0,0,40,2,1999538,462,0
142,82,1432,6122,112,1,24,107,0,1999538,462,0
143,87,1532,6506,114,5,100,385,2,1999538,462,0
144,88,1556,6608,114,1,24,101,0,1999538,462,0
145,90,1604,6714,116,2,48,107,2,1999538,462,0
146,90,1604,6744,116,0,0,30,0,1999538,462,0
147,91,1628,6748,116,1,24,4,0,1999538,462,0
148,93,1676,6841,116,2,48,93,0,1999538,462,0
149,93,1676,6841,116,0,0,0,0,1999538,462,0
150,93,1676,6841,118,0,0,0,2,1999538,462,0
151,94,1696,6928,120,1,20,88,2,1999538,462,0
152,94,1696,6928,124,0,0,0,4,1999538,462,0
153,95,1708,6990,126,1,12,61,2,1999538,462,0
154,95,1708,6990,126,0,0,0,0,1999538,462,0
155,95,1708,6990,128,0,0,0,2,1999538,462,0
156,95,1708,6990,128,0,0,0,0,1999538,462,0
157,95,1708,6990,130,0,0,0,2,1999538,462,0
158,95,1708,6990,130,0,0,0,0,1999538,462,0
159,96,1708,7077,130,1,0,88,0,1999538,462,0
160,96,1708,7147,130,0,0,70,0,1999538,462,0
161,99,1708,7261,130,3,0,114,0,1999538,462,0
162,99,1708,7261,130,0,0,0,0,1999538,462,0
163,99,1708,7261,130,0,0,0,0,1999538,462,0
164,100,1728,7348,132,1,20,88,2,1999538,462,0
165,100,1728,7348,132,0,0,0,0,1999538,462,0
166,101,1752,7410,134,1,24,61,2,1999538,462,0
167,101,1752,7410,136,0,0,0,2,1999538,462,0
168,101,1752,7410,136,0,0,0,0,1999538,462,0
169,101,1752,7410,136,0,0,0,0,1999538,462,0
170,101,1752,7410,136,0,0,0,0,1999538,462,0
171,101,1752,7410,136,0,0,0,0,1999538,462,0
172,102,1776,7495,138,1,24,85,2,1999538,462,0
173,102,1776,7525,148,0,0,30,10,1999538,462,0
174,102,1776,7525,148,0,0,0,0,1999538,462,0
175,103,1796,7625,150,1,20,100,2,1999538,462,0
176,103,1796,7704,152,0,0,79,2,1999538,462,0
177,105,1840,7807,152,2,44,103,0,1999538,462,0
178,105,1840,7807,152,0,0,0,0,1999538,462,0
179,105,1840,7807,154,0,0,0,2,1999538,462,0
180,105,1840,7807,154,0,0,0,0,1999538,462,0
181,105,1840,7807,154,0,0,0,0,1999538,462,0
182,105,1840,7807,154,0,0,0,0,1999538,462,0
183,105,1840,7807,154,0,0,0,0,1999538,462,0
184,105,1840,7870,154,0,0,63,0,1999538,462,0
185,106,1860,8004,154,1,20,135,0,1999538,462,0
186,112,2000,8299,154,6,140,295,0,1999538,462,0
187,112,2000,8299,154,0,0,0,0,1999538,462,0
188,112,2000,8299,154,0,0,0,0,1999538,462,0
189,112,2000,8299,156,0,0,0,2,1999538,462,0
190,112,2000,8299,160,0,0,0,4,1999538,462,0
191,112,2000,8299,160,0,0,0,0,1999538,462,0
192,112,2000,8299,160,0,0,0,0,1999538,462,0
193,112,2000,8299,160,0,0,0,0,1999538,462,0
194,112,2000,8488,162,0,0,189,2,1999475,525,63
195,113,2024,8818,162,1,24,330,0,1999296,705,180
196,113,2024,8993,162,0,0,175,0,1999179,821,117
197,113,2024,9232,162,0,0,239,0,1998967,1033,212
198,114,2044,9350,162,1,20,118,0,1998858,1143,110
199,114,2044,9628,162,0,0,278,0,1998754,1246,104
200,116,2084,9760,162,2,40,131,0,1998669,1331,85
201,117,2108,9842,162,1,24,83,0,1998657,1343,13
202,117,2108,9939,162,0,0,97,0,1998631,1369,26
203,119,2152,10114,164,2,44,175,2,1998593,1407,38
204,119,2152,10129,164,0,0,15,0,1998579,1421,15
205,119,2152,10320,164,0,0,191,0,1998425,1575,154
206,120,2172,10482,164,1,20,162,0,1998326,1675,100
207,121,2196,10635,164,1,24,153,0,1998243,1757,83
208,121,2196,10782,164,0,0,148,0,1998102,1899,141
209,121,2196,10942,164,0,0,160,0,1997942,2059,160
210,121,2196,11073,164,0,0,131,0,1997830,2171,112
211,121,2196,11208,164,0,0,135,0,1997701,2299,129
212,121,2196,11245,164,0,0,36,0,1997674,2326,27
213,121,2196,11247,164,0,0,2,0,1997674,2326,0
214,121,2196,11247,164,0,0,0,0,1997674,2326,0
215,121,2196,11247,164,0,0,0,0,1997674,2326,0
216,121,2196,11247,170,0,0,0,6,1997674,2326,0
217,121,2196,11247,170,0,0,0,0,1997674,2326,0
