# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,0,0,0,0,0,0,2000000,0,0
4,0,0,0,0,0,0,0,0,2000000,0,0
5,0,0,0,0,0,0,0,0,2000000,0,0
6,0,0,30,0,0,0,30,0,2000000,0,0
7,0,0,50,0,0,0,20,0,2000000,0,0
8,0,0,120,0,0,0,70,0,2000000,0,0
9,2,40,150,10,2,40,30,10,2000000,0,0
10,2,40,180,17,0,0,30,7,2000000,0,0
11,2,40,270,23,0,0,90,6,2000000,0,0
12,4,80,590,25,2,40,320,2,2000000,0,0
13,6,120,700,25,2,40,110,0,2000000,0,0
14,6,120,920,25,0,0,220,0,2000000,0,0
15,6,120,1150,25,0,0,230,0,2000000,0,0
16,13,260,1570,31,7,140,420,6,2000000,0,0
17,20,400,1980,35,7,140,410,4,2000000,0,0
18,23,400,2470,35,3,0,490,0,2000000,0,0
19,32,400,2860,37,9,0,390,2,2000000,0,0
20,36,400,3000,39,4,0,140,2,2000000,0,0
21,36,400,3260,39,0,0,260,0,2000000,0,0
22,38,400,3500,39,2,0,240,0,2000000,0,0
23,47,400,3815,45,9,0,315,6,2000000,0,0
24,52,400,4330,53,5,0,515,8,2000000,0,0
25,59,400,4795,59,7,0,465,6,2000000,0,0
26,68,400,5355,65,9,0,560,6,2000000,0,0
27,88,400,6225,79,20,0,870,14,2000000,0,0
28,112,400,6870,85,24,0,645,6,2000000,0,0
29,123,400,7265,87,11,0,395,2,2000000,0,0
30,150,400,7975,117,27,0,710,30,2000000,0,0
31,163,400,8250,141,13,0,275,24,2000000,0,0
32,165,400,8480,141,2,0,230,0,2000000,0,0
33,171,400,8925,151,6,0,445,10,2000000,0,0
34,178,400,9495,155,7,0,570,4,2000000,0,0
35,185,400,9895,157,7,0,400,2,2000000,0,0
36,189,400,10255,159,4,0,360,2,2000000,0,0
37,203,400,10725,161,14,0,470,2,2000000,0,0
38,211,400,11185,173,8,0,460,12,2000000,0,0
39,219,400,11705,273,8,0,520,100,2000000,0,0
40,231,400,12435,357,12,0,730,84,2000000,0,0
41,237,400,12715,363,6,0,280,6,2000000,0,0
42,251,400,13255,385,14,0,540,22,2000000,0,0
43,252,400,13630,385,1,0,375,0,2000000,0,0
44,258,400,13930,389,6,0,300,4,2000000,0,0
45,268,400,14275,405,10,0,345,16,2000000,0,0
46,285,400,15415,451,17,0,1140,46,2000000,0,0
47,299,400,16155,497,14,0,740,46,2000000,0,0
48,314,400,16785,497,15,0,630,0,2000000,0,0
49,330,400,17325,535,16,0,540,38,2000000,0,0
50,352,400,18035,561,22,0,710,26,2000000,0,0
51,364,400,18720,597,12,0,685,36,2000000,0,0
52,368,400,19300,607,4,0,580,10,2000000,0,0
53,385,400,19895,613,17,0,595,6,2000000,0,0
54,394,400,20265,651,9,0,370,38,2000000,0,0
55,404,400,20895,655,10,0,630,4,2000000,0,0
56,422,400,21545,665,18,0,650,10,2000000,0,0
57,431,400,21960,667,9,0,415,2,2000000,0,0
58,442,400,22480,701,11,0,520,34,2000000,0,0
59,454,400,22840,713,12,0,360,12,2000000,0,0
60,461,400,23205,745,7,0,365,32,2000000,0,0
61,465,400,23805,785,4,0,600,40,2000000,0,0
62,478,400,24350,805,13,0,545,20,2000000,0,0
63,487,400,25040,875,9,0,690,70,2000000,0,0
64,496,400,25590,899,9,0,550,24,2000000,0,0
65,512,400,26190,899,16,0,600,0,2000000,0,0
66,520,400,26520,905,8,0,330,6,2000000,0,0
67,529,400,27145,911,9,0,625,6,2000000,0,0
68,550,400,27950,917,21,0,805,6,2000000,0,0
69,564,400,28890,953,14,0,940,36,2000000,0,0
70,577,400,29590,963,13,0,700,10,2000000,0,0
71,580,400,29790,963,3,0,200,0,2000000,0,0
72,588,400,30220,971,8,0,430,8,2000000,0,0
73,602,400,30690,971,14,0,470,0,2000000,0,0
74,613,400,31120,981,11,0,430,10,2000000,0,0
75,618,400,31465,1001,5,0,345,20,2000000,0,0
76,627,400,31885,1019,9,0,420,18,2000000,0,0
77,639,400,32470,1029,12,0,585,10,2000000,0,0
78,647,400,32720,1031,8,0,250,2,2000000,0,0
79,652,400,33170,1047,5,0,450,16,2000000,0,0
80,660,400,33910,1087,8,0,740,40,2000000,0,0
81,665,400,34420,1115,5,0,510,28,2000000,0,0
82,679,400,35055,1157,14,0,635,42,2000000,0,0
83,685,400,35820,1157,6,0,765,0,2000000,0,0
84,695,400,36340,1157,10,0,520,0,2000000,0,0
85,717,400,36850,1157,22,0,510,0,2000000,0,0
86,740,400,37540,1185,23,0,690,28,2000000,0,0
87,754,400,38170,1273,14,0,630,88,2000000,0,0
88,766,400,38820,1279,12,0,650,6,2000000,0,0
89,775,400,39305,1313,9,0,485,34,2000000,0,0
90,783,400,39895,1329,8,0,590,16,2000000,0,0
91,793,400,40245,1329,10,0,350,0,2000000,0,0
92,812,400,40810,1341,19,0,565,12,2000000,0,0
93,820,400,41240,1353,8,0,430,12,2000000,0,0
94,831,400,41675,1357,11,0,435,4,2000000,0,0
95,839,400,42185,1371,8,0,510,14,2000000,0,0
96,850,400,42925,1397,11,0,740,26,2000000,0,0
97,868,400,43420,1427,18,0,495,30,2000000,0,0
98,876,400,43970,1435,8,0,550,8,2000000,0,0
99,883,400,44370,1447,7,0,400,12,2000000,0,0
100,892,400,44760,1449,9,0,390,2,2000000,0,0
101,900,400,45290,1453,8,0,530,4,2000000,0,0
102,913,400,46005,1457,13,0,715,4,2000000,0,0
103,927,400,46635,1491,14,0,630,34,2000000,0,0
104,946,400,47175,1499,19,0,540,8,2000000,0,0
105,955,400,47525,1545,9,0,350,46,2000000,0,0
106,964,400,47875,1603,9,0,350,58,2000000,0,0
107,968,400,48260,1609,4,0,385,6,2000000,0,0
108,977,400,48945,1613,9,0,685,4,2000000,0,0
109,982,400,49495,1613,5,0,550,0,2000000,0,0
110,1002,400,50185,1629,20,0,690,16,2000000,0,0
111,1008,400,50765,1653,6,0,580,24,2000000,0,0
112,1021,400,51585,1657,13,0,820,4,2000000,0,0
113,1048,400,52640,1661,27,0,1055,4,2000000,0,0
114,1065,400,53110,1665,17,0,470,4,2000000,0,0
115,1073,400,53400,1719,8,0,290,54,2000000,0,0
116,1081,400,53910,1819,8,0,510,100,2000000,0,0
117,1085,400,54410,1837,4,0,500,18,2000000,0,0
118,1092,400,54840,1837,7,0,430,0,2000000,0,0
119,1113,400,55370,1839,21,0,530,2,2000000,0,0
120,1123,400,55790,1839,10,0,420,0,2000000,0,0
121,1130,400,56185,1857,7,0,395,18,2000000,0,0
122,1136,400,56590,1865,6,0,405,8,2000000,0,0
123,1144,400,57015,1867,8,0,425,2,2000000,0,0
124,1148,400,57475,1943,4,0,460,76,2000000,0,0
125,1164,400,58195,1981,16,0,720,38,2000000,0,0
126,1179,400,59215,2041,15,0,1020,60,2000000,0,0
127,1189,400,59705,2055,10,0,490,14,2000000,0,0
128,1198,400,60210,2057,9,0,505,2,2000000,0,0
129,1208,400,60640,2059,10,0,430,2,2000000,0,0
130,1223,400,61100,2069,15,0,460,10,2000000,0,0
131,1235,400,61495,2079,12,0,395,10,2000000,0,0
132,1248,400,62085,2105,13,0,590,26,2000000,0,0
133,1253,400,62565,2149,5,0,480,44,2000000,0,0
134,1258,400,62865,2243,5,0,300,94,2000000,0,0
135,1266,400,63045,2327,8,0,180,84,2000000,0,0
136,1268,400,63410,2365,2,0,365,38,2000000,0,0
137,1270,400,63860,2381,2,0,450,16,2000000,0,0
138,1290,400,65010,2413,20,0,1150,32,2000000,0,0
139,1312,400,65940,2417,22,0,930,4,2000000,0,0
140,1321,400,66420,2421,9,0,480,4,2000000,0,0
141,1344,400,67110,2447,23,0,690,26,2000000,0,0
142,1355,400,67975,2475,11,0,865,28,2000000,0,0
143,1378,400,68615,2513,23,0,640,38,2000000,0,0
144,1381,400,69065,2517,3,0,450,4,2000000,0,0
145,1399,400,69645,2545,18,0,580,28,2000000,0,0
146,1409,400,70120,2563,10,0,475,18,2000000,0,0
147,1415,400,70440,2579,6,0,320,16,2000000,0,0
148,1433,400,71125,2651,18,0,685,72,2000000,0,0
149,1447,400,71655,2673,14,0,530,22,2000000,0,0
150,1452,400,71935,2769,5,0,280,96,2000000,0,0
151,1458,400,72335,2821,6,0,400,52,2000000,0,0
152,1462,400,72715,2857,4,0,380,36,2000000,0,0
153,1467,400,73185,2865,5,0,470,8,2000000,0,0
154,1483,400,73885,2871,16,0,700,6,2000000,0,0
155,1497,400,74385,2873,14,0,500,2,2000000,0,0
156,1516,400,74935,2937,19,0,550,64,2000000,0,0
157,1520,400,75285,2969,4,0,350,32,2000000,0,0
158,1525,400,75755,2995,5,0,470,26,2000000,0,0
159,1531,400,76335,2999,6,0,580,4,2000000,0,0
160,1541,400,77395,2999,10,0,1060,0,2000000,0,0
161,1560,400,78165,3009,19,0,770,10,2000000,0,0
162,1582,400,78780,3049,22,0,615,40,2000000,0,0
163,1594,400,79360,3063,12,0,580,14,2000000,0,0
164,1605,400,80000,3087,11,0,640,24,2000000,0,0
165,1611,400,80490,3151,6,0,490,64,2000000,0,0
166,1621,400,81070,3153,10,0,580,2,2000000,0,0
167,1634,400,82050,3153,13,0,980,0,2000000,0,0
168,1649,400,82600,3157,15,0,550,4,2000000,0,0
169,1667,400,83050,3179,18,0,450,22,2000000,0,0
170,1679,400,83430,3181,12,0,380,2,2000000,0,0
171,1688,400,83890,3241,9,0,460,60,2000000,0,0
172,1701,400,84590,3311,13,0,700,70,2000000,0,0
173,1707,400,85120,3315,6,0,530,4,2000000,0,0
174,1716,400,85565,3315,9,0,445,0,2000000,0,0
175,1740,400,86800,3353,24,0,1235,38,2000000,0,0
176,1751,400,87385,3393,11,0,585,40,2000000,0,0
177,1757,400,87875,3393,6,0,490,0,2000000,0,0
178,1762,400,88165,3393,5,0,290,0,2000000,0,0
179,1776,400,88755,3411,14,0,590,18,2000000,0,0
180,1784,400,89205,3413,8,0,450,2,2000000,0,0
181,1799,400,89815,3431,15,0,610,18,2000000,0,0
182,1818,400,90560,3449,19,0,745,18,2000000,0,0
183,1835,400,91285,3465,17,0,725,16,2000000,0,0
184,1843,400,91850,3495,8,0,565,30,2000000,0,0
185,1857,400,92460,3519,14,0,610,24,2000000,0,0
186,1868,400,92845,3561,11,0,385,42,2000000,0,0
187,1880,400,93375,3589,12,0,530,28,2000000,0,0
188,1891,400,94005,3635,11,0,630,46,2000000,0,0
189,1892,400,94255,3665,1,0,250,30,2000000,0,0
190,1906,400,94735,3689,14,0,480,24,2000000,0,0
191,1919,400,95550,3759,13,0,815,70,2000000,0,0
192,1933,400,96140,3807,14,0,590,48,2000000,0,0
193,1941,400,96720,3825,8,0,580,18,2000000,0,0
194,1950,400,97520,3835,9,0,800,10,2000000,0,0
195,1960,400,98230,3837,10,0,710,2,2000000,0,0
196,1989,400,98970,3839,29,0,740,2,2000000,0,0
197,2007,400,99400,3873,18,0,430,34,2000000,0,0
198,2013,400,99790,3881,6,0,390,8,2000000,0,0
199,2016,400,100190,3895,3,0,400,14,2000000,0,0
200,2029,400,100880,3919,13,0,690,24,2000000,0,0
201,2040,400,101545,3935,11,0,665,16,2000000,0,0
202,2054,400,102165,3935,14,0,620,0,2000000,0,0
203,2064,400,102860,3943,10,0,695,8,2000000,0,0
204,2073,400,103570,3959,9,0,710,16,2000000,0,0
205,2083,400,104065,3963,10,0,495,4,2000000,0,0
206,2097,400,104575,3967,14,0,510,4,2000000,0,0
207,2105,400,104935,3967,8,0,360,0,2000000,0,0
208,2117,400,105595,3975,12,0,660,8,2000000,0,0
209,2134,400,106010,3987,17,0,415,12,2000000,0,0
210,2149,400,106545,4009,15,0,535,22,2000000,0,0
211,2156,400,106945,4013,7,0,400,4,2000000,0,0
212,2160,400,107155,4015,4,0,210,2,2000000,0,0
213,2166,400,107690,4019,6,0,535,4,2000000,0,0
