# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,70,0,0,0,70,0,1999970,30,30
4,0,0,160,0,0,0,90,0,1999940,60,30
5,0,0,240,0,0,0,80,0,1999920,80,20
6,0,0,290,3,0,0,50,3,1999900,100,20
7,0,0,320,9,0,0,30,6,1999880,120,20
8,0,0,350,9,0,0,30,0,1999850,150,30
9,0,0,390,9,0,0,40,0,1999820,180,30
10,0,0,400,9,0,0,10,0,1999810,190,10
11,0,0,430,9,0,0,30,0,1999790,210,20
12,1,20,510,11,1,20,80,2,1999760,240,30
13,1,20,610,11,0,0,100,0,1999720,280,40
14,2,40,660,13,1,20,50,2,1999690,310,30
15,2,40,680,13,0,0,20,0,1999670,330,20
16,2,40,750,13,0,0,70,0,1999640,360,30
17,4,80,860,17,2,40,110,4,1999610,390,30
18,6,120,940,21,2,40,80,4,1999590,410,20
19,7,140,1080,23,1,20,140,2,1999550,450,40
20,10,200,1200,25,3,60,120,2,1999520,480,30
21,10,200,1240,25,0,0,40,0,1999490,510,30
22,10,200,1330,25,0,0,90,0,1999440,560,50
23,11,220,1370,25,1,20,40,0,1999420,580,20
24,11,220,1430,25,0,0,60,0,1999380,620,40
25,12,240,1520,25,1,20,90,0,1999360,640,20
26,13,260,1590,29,1,20,70,4,1999340,660,20
27,13,260,1680,35,0,0,90,6,1999310,690,30
28,15,300,1820,35,2,40,140,0,1999280,720,30
29,15,300,1880,35,0,0,60,0,1999260,740,20
30,15,300,1960,35,0,0,80,0,1999210,790,50
31,15,300,1980,37,0,0,20,2,1999190,810,20
32,16,320,2050,39,1,20,70,2,1999150,850,40
33,16,320,2090,39,0,0,40,0,1999110,890,40
34,16,320,2120,39,0,0,30,0,1999090,910,20
35,16,320,2180,41,0,0,60,2,1999050,950,40
36,17,340,2240,41,1,20,60,0,1999020,980,30
37,17,340,2280,41,0,0,40,0,1999000,1000,20
38,17,340,2330,41,0,0,50,0,1998980,1020,20
39,18,360,2390,43,1,20,60,2,1998960,1040,20
40,19,380,2500,43,1,20,110,0,1998890,1110,70
41,20,400,2550,45,1,20,50,2,1998850,1150,40
42,20,400,2580,45,0,0,30,0,1998830,1170,20
43,20,400,2620,45,0,0,40,0,1998810,1190,20
44,20,400,2650,45,0,0,30,0,1998790,1210,20
45,21,400,2710,47,1,0,60,2,1998760,1240,30
46,22,400,2790,47,1,0,80,0,1998740,1260,20
47,22,400,2840,49,0,0,50,2,1998720,1280,20
48,23,400,2970,53,1,0,130,4,1998670,1330,50
49,24,400,3020,53,1,0,50,0,1998660,1340,10
50,24,400,3070,53,0,0,50,0,1998640,1360,20
51,24,400,3120,53,0,0,50,0,1998620,1380,20
52,24,400,3200,53,0,0,80,0,1998600,1400,20
53,24,400,3250,53,0,0,50,0,1998590,1410,10
54,24,400,3310,53,0,0,60,0,1998560,1440,30
55,25,400,3370,53,1,0,60,0,1998530,1470,30
56,25,400,3420,55,0,0,50,2,1998500,1500,30
57,26,400,3460,57,1,0,40,2,1998480,1520,20
58,26,400,3500,57,0,0,40,0,1998460,1540,20
59,27,400,3550,59,1,0,50,2,1998430,1570,30
60,27,400,3620,59,0,0,70,0,1998410,1590,20
61,27,400,3670,59,0,0,50,0,1998390,1610,20
62,27,400,3770,59,0,0,100,0,1998370,1630,20
63,28,400,3850,61,1,0,80,2,1998350,1650,20
64,29,400,3910,63,1,0,60,2,1998310,1690,40
65,30,400,4000,63,1,0,90,0,1998270,1730,40
66,31,400,4080,66,1,0,80,3,1998260,1740,10
67,33,400,4200,70,2,0,120,4,1998220,1780,40
68,34,400,4280,74,1,0,80,4,1998190,1810,30
69,35,400,4330,74,1,0,50,0,1998160,1840,30
70,37,400,4440,78,2,0,110,4,1998140,1860,20
71,37,400,4500,82,0,0,60,4,1998100,1900,40
72,38,400,4530,84,1,0,30,2,1998080,1920,20
73,38,400,4580,84,0,0,50,0,1998060,1940,20
74,39,400,4750,86,1,0,170,2,1998030,1970,30
75,41,400,4900,90,2,0,150,4,1997990,2010,40
76,43,400,5000,90,2,0,100,0,1997980,2020,10
77,43,400,5050,90,0,0,50,0,1997950,2050,30
78,44,400,5120,92,1,0,70,2,1997930,2070,20
79,44,400,5180,92,0,0,60,0,1997900,2100,30
80,45,400,5260,96,1,0,80,4,1997880,2120,20
81,45,400,5340,102,0,0,80,6,1997860,2140,20
82,46,400,5470,104,1,0,130,2,1997810,2190,50
83,47,400,5540,106,1,0,70,2,1997780,2220,30
84,49,400,5600,106,2,0,60,0,1997760,2240,20
85,49,400,5620,106,0,0,20,0,1997740,2260,20
86,50,400,5670,108,1,0,50,2,1997710,2290,30
87,50,400,5700,110,0,0,30,2,1997680,2320,30
88,50,400,5750,112,0,0,50,2,1997650,2350,30
89,50,400,5840,112,0,0,90,0,1997630,2370,20
90,52,400,5940,114,2,0,100,2,1997600,2400,30
91,53,400,6030,116,1,0,90,2,1997590,2410,10
92,54,400,6130,118,1,0,100,2,1997550,2450,40
93,55,400,6190,118,1,0,60,0,1997510,2490,40
94,56,400,6260,120,1,0,70,2,1997480,2520,30
95,57,400,6310,120,1,0,50,0,1997460,2540,20
96,57,400,6400,122,0,0,90,2,1997430,2570,30
97,58,400,6530,126,1,0,130,4,1997400,2600,30
98,60,400,6630,130,2,0,100,4,1997370,2630,30
99,60,400,6720,132,0,0,90,2,1997350,2650,20
100,61,400,6880,134,1,0,160,2,1997300,2700,50
101,62,400,6960,136,1,0,80,2,1997270,2730,30
102,62,400,7040,136,0,0,80,0,1997240,2760,30
103,63,400,7150,136,1,0,110,0,1997200,2800,40
104,66,400,7250,140,3,0,100,4,1997170,2830,30
105,66,400,7320,142,0,0,70,2,1997140,2860,30
106,69,400,7420,146,3,0,100,4,1997110,2890,30
107,69,400,7470,148,0,0,50,2,1997070,2930,40
108,69,400,7490,148,0,0,20,0,1997050,2950,20
109,69,400,7550,148,0,0,60,0,1997030,2970,20
110,71,400,7660,148,2,0,110,0,1997010,2990,20
111,72,400,7700,150,1,0,40,2,1996980,3020,30
112,72,400,7740,150,0,0,40,0,1996960,3040,20
113,72,400,7790,150,0,0,50,0,1996930,3070,30
114,73,400,7860,150,1,0,70,0,1996900,3100,30
115,73,400,7910,150,0,0,50,0,1996880,3120,20
116,74,400,7980,150,1,0,70,0,1996860,3140,20
117,74,400,8050,155,0,0,70,5,1996840,3160,20
118,75,400,8160,157,1,0,110,2,1996810,3190,30
119,77,400,8260,163,2,0,100,6,1996790,3210,20
120,78,400,8340,167,1,0,80,4,1996770,3230,20
121,80,400,8470,171,2,0,130,4,1996750,3250,20

# 每分钟汇总 (minute=第几分钟; *_in_min=该分钟增量; boss_dmg_in_min=该分钟对Boss输出/格挡条下降量)
minute,kills_in_min,scarlet_in_min,damage_in_min,coin_in_min,boss_dmg_in_min,kills_cum,scarlet_cum,damage_cum,coin_cum,boss_dmg_cum
0,27,400,3550,59,1570,27,400,3550,59,1570
1,50,0,4710,104,1640,77,400,8260,163,3210
2,3,0,210,8,40,80,400,8470,171,3250

# 血契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,pact_id,pact_name,stacks_after

# 各血契生效段效率 (segment: 0=开局, 1=首血契生效后, 2=第2次血契生效后 …; 末段到导出时刻)
segment,pact_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,121,121,78,400,8340,38.7,198,4136

# 副契选择记录 (selection=第几次; t_sec=游戏开始后秒; stacks_after=选完后层数)
selection,t_sec,affix_id,affix_name,stacks_after

# 各副契生效段效率 (segment: 0=开局, 1=首副契生效后, 2=第2次副契生效后 …; 末段到导出时刻)
segment,affix_name,t_start,t_end,seconds,kills,scarlet,damage,kills_per_min,scarlet_per_min,damage_per_min
0,"(开局)",0,121,121,78,400,8340,38.7,198,4136

# 每阶段Boss战时间 (stage=第几场Boss战 1/2/3; start_sec/end_sec=游戏内起止秒; duration_sec=用时秒; result: defeated=阶段清空进入下一场 / final=最终击败通关 / aborted=异常中断 / ongoing=导出时仍在进行)
stage,start_sec,end_sec,duration_sec,result

# 武器切换记录 (switch=第几次; t_sec=游戏开始后秒; weapon_id=武器id; weapon_name=武器名)
switch,t_sec,weapon_id,weapon_name

# 各武器生效段效率 (segment: 0=开局武器, 1=第1次切换后, 2=第2次切换后 …; 末段到导出时刻; boss_dmg=对Boss输出(格挡条下降量))
segment,weapon_name,t_start,t_end,seconds,kills,damage,boss_dmg,kills_per_min,damage_per_min,boss_dmg_per_min
0,"扇形剑气",0,121,121,78,8340,3230,38.7,4136,1602

# 刷怪倍率调整记录 (adj=第几次; t_sec=游戏开始后秒; multiplier=调整后倍率, 1=默认)
adj,t_sec,multiplier
