# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,0,0,0,0,0,0,2000000,0,0
4,0,0,0,0,0,0,0,0,2000000,0,0
5,0,0,0,9,0,0,0,9,2000000,0,0
6,0,0,20,21,0,0,20,12,2000000,0,0
7,0,0,40,21,0,0,20,0,2000000,0,0
8,0,0,80,21,0,0,40,0,2000000,0,0
9,1,20,140,21,1,20,60,0,2000000,0,0
10,1,20,190,21,0,0,50,0,2000000,0,0
11,1,20,270,21,0,0,80,0,2000000,0,0
12,5,100,440,21,4,80,170,0,2000000,0,0
13,8,160,490,21,3,60,50,0,2000000,0,0
14,8,160,560,21,0,0,70,0,2000000,0,0
15,8,160,680,21,0,0,120,0,2000000,0,0
16,9,180,930,21,1,20,250,0,2000000,0,0
17,12,240,1150,21,3,60,220,0,2000000,0,0
18,12,240,1420,21,0,0,270,0,2000000,0,0
19,13,260,1700,21,1,20,280,0,2000000,0,0
20,13,260,2000,21,0,0,300,0,2000000,0,0
21,17,340,2400,21,4,80,400,0,2000000,0,0
22,26,400,2760,21,9,60,360,0,2000000,0,0
23,28,400,3110,21,2,0,350,0,2000000,0,0
24,31,400,3380,21,3,0,270,0,2000000,0,0
25,35,400,3720,21,4,0,340,0,2000000,0,0
26,40,400,4130,21,5,0,410,0,2000000,0,0
27,52,400,4510,21,12,0,380,0,2000000,0,0
28,60,400,4770,21,8,0,260,0,2000000,0,0
29,69,400,5030,21,9,0,260,0,2000000,0,0
30,83,400,5490,21,14,0,460,0,2000000,0,0
31,93,400,6270,45,10,0,780,24,2000000,0,0
32,101,400,6860,47,8,0,590,2,2000000,0,0
33,107,400,7310,53,6,0,450,6,2000000,0,0
34,107,400,7460,57,0,0,150,4,2000000,0,0
35,114,400,7805,57,7,0,345,0,2000000,0,0
36,116,400,8005,59,2,0,200,2,2000000,0,0
37,123,400,8180,69,7,0,175,10,2000000,0,0
38,126,400,8390,69,3,0,210,0,2000000,0,0
39,131,400,8720,71,5,0,330,2,2000000,0,0
40,134,400,8915,71,3,0,195,0,2000000,0,0
41,137,400,9135,71,3,0,220,0,2000000,0,0
42,145,400,9445,95,8,0,310,24,2000000,0,0
43,157,400,9960,95,12,0,515,0,2000000,0,0
44,172,400,10405,95,15,0,445,0,2000000,0,0
45,181,400,10720,95,9,0,315,0,2000000,0,0
46,183,400,10890,111,2,0,170,16,2000000,0,0
47,190,400,11005,125,7,0,115,14,2000000,0,0
48,196,400,11185,149,6,0,180,24,2000000,0,0
49,202,400,11685,159,6,0,500,10,2000000,0,0
50,220,400,12335,187,18,0,650,28,2000000,0,0
51,230,400,12865,223,10,0,530,36,2000000,0,0
52,237,400,13025,223,7,0,160,0,2000000,0,0
53,245,400,13315,247,8,0,290,24,2000000,0,0
54,251,400,13505,251,6,0,190,4,2000000,0,0
55,256,400,13710,251,5,0,205,0,2000000,0,0
56,256,400,13920,251,0,0,210,0,2000000,0,0
57,263,400,14380,251,7,0,460,0,2000000,0,0
58,266,400,14600,251,3,0,220,0,2000000,0,0
59,268,400,14840,251,2,0,240,0,2000000,0,0
60,269,400,15090,267,1,0,250,16,2000000,0,0
61,273,400,15335,311,4,0,245,44,2000000,0,0
62,277,400,15595,359,4,0,260,48,2000000,0,0
63,283,400,16055,399,6,0,460,40,2000000,0,0
64,283,400,16455,399,0,0,400,0,2000000,0,0
65,292,400,16995,399,9,0,540,0,2000000,0,0
66,296,400,17265,399,4,0,270,0,2000000,0,0
67,307,400,17440,399,11,0,175,0,2000000,0,0
68,311,400,17650,399,4,0,210,0,2000000,0,0
69,321,400,18060,401,10,0,410,2,2000000,0,0
70,327,400,18520,401,6,0,460,0,2000000,0,0
71,332,400,18750,401,5,0,230,0,2000000,0,0
72,345,400,19070,401,13,0,320,0,2000000,0,0
73,351,400,19220,405,6,0,150,4,1999990,10,10
74,353,400,19590,407,2,0,370,2,1999990,10,0
75,360,400,19975,407,7,0,385,0,1999990,10,0
76,371,400,20225,407,11,0,250,0,1999990,10,0
77,375,400,20390,423,4,0,165,16,1999990,10,0
78,377,400,20535,429,2,0,145,6,1999990,10,0
79,381,400,20900,449,4,0,365,20,1999990,10,0
80,390,400,21340,523,9,0,440,74,1999990,10,0
81,397,400,21610,593,7,0,270,70,1999990,10,0
82,413,400,22075,597,16,0,465,4,1999990,10,0
83,421,400,22315,599,8,0,240,2,1999990,10,0
84,424,400,22505,601,3,0,190,2,1999990,10,0
85,430,400,22705,617,6,0,200,16,1999990,10,0
86,438,400,23020,635,8,0,315,18,1999990,10,0
87,447,400,23440,635,9,0,420,0,1999990,10,0
88,453,400,23730,657,6,0,290,22,1999990,10,0
89,459,400,23970,677,6,0,240,20,1999990,10,0
90,461,400,24140,681,2,0,170,4,1999990,10,0
91,464,400,24355,681,3,0,215,0,1999990,10,0
92,465,400,24515,681,1,0,160,0,1999990,10,0
93,470,400,24760,689,5,0,245,8,1999990,10,0
94,475,400,24985,717,5,0,225,28,1999990,10,0
95,482,400,25155,745,7,0,170,28,1999990,10,0
96,491,400,25570,745,9,0,415,0,1999990,10,0
97,502,400,25850,749,11,0,280,4,1999990,10,0
98,507,400,26280,749,5,0,430,0,1999990,10,0
99,513,400,26640,799,6,0,360,50,1999990,10,0
100,520,400,26770,881,7,0,130,82,1999990,10,0
101,526,400,27190,883,6,0,420,2,1999990,10,0
102,534,400,27820,883,8,0,630,0,1999990,10,0
103,548,400,28340,887,14,0,520,4,1999990,10,0
104,550,400,28460,909,2,0,120,22,1999990,10,0
105,555,400,28655,911,5,0,195,2,1999990,10,0
106,556,400,28955,911,1,0,300,0,1999990,10,0
107,560,400,29285,911,4,0,330,0,1999990,10,0
108,569,400,29600,917,9,0,315,6,1999990,10,0
109,575,400,29875,925,6,0,275,8,1999990,10,0
110,578,400,30240,927,3,0,365,2,1999990,10,0
111,583,400,30720,933,5,0,480,6,1999990,10,0
112,587,400,31040,941,4,0,320,8,1999990,10,0
113,592,400,31410,945,5,0,370,4,1999990,10,0
114,601,400,31970,945,9,0,560,0,1999990,10,0
115,612,400,32310,979,11,0,340,34,1999990,10,0
116,617,400,32430,993,5,0,120,14,1999990,10,0
117,622,400,32720,993,5,0,290,0,1999990,10,0
118,630,400,33025,995,8,0,305,2,1999990,10,0
119,635,400,33255,995,5,0,230,0,1999990,10,0
120,646,400,33750,995,11,0,495,0,1999990,10,0
121,658,400,34225,995,12,0,475,0,1999990,10,0
122,668,400,34605,1007,10,0,380,12,1999990,10,0
123,674,400,34875,1007,6,0,270,0,1999990,10,0
124,678,400,35105,1007,4,0,230,0,1999990,10,0
125,690,400,35515,1009,12,0,410,2,1999990,10,0
126,693,400,35660,1009,3,0,145,0,1999990,10,0
127,694,400,35880,1009,1,0,220,0,1999990,10,0
128,702,400,36235,1015,8,0,355,6,1999990,10,0
129,712,400,36580,1055,10,0,345,40,1999990,10,0
130,718,400,36855,1077,6,0,275,22,1999990,10,0
131,727,400,37170,1081,9,0,315,4,1999990,10,0
132,735,400,37490,1101,8,0,320,20,1999990,10,0
133,738,400,37775,1101,3,0,285,0,1999990,10,0
134,741,400,38025,1101,3,0,250,0,1999990,10,0
135,746,400,38295,1101,5,0,270,0,1999990,10,0
136,751,400,38635,1101,5,0,340,0,1999990,10,0
137,762,400,39245,1101,11,0,610,0,1999990,10,0
138,771,400,39585,1151,9,0,340,50,1999990,10,0
139,774,400,39755,1219,3,0,170,68,1999990,10,0
140,778,400,39905,1267,4,0,150,48,1999990,10,0
141,782,400,39985,1349,4,0,80,82,1999990,10,0
142,789,400,40255,1419,7,0,270,70,1999990,10,0
143,793,400,40435,1427,4,0,180,8,1999990,10,0
144,805,400,40900,1453,12,0,465,26,1999990,10,0
145,815,400,41345,1491,10,0,445,38,1999990,10,0
146,826,400,41835,1523,11,0,490,32,1999990,10,0
147,835,400,42285,1539,9,0,450,16,1999990,10,0
148,840,400,42605,1543,5,0,320,4,1999990,10,0
149,847,400,43025,1563,7,0,420,20,1999990,10,0
150,856,400,43275,1573,9,0,250,10,1999990,10,0
151,858,400,43415,1573,2,0,140,0,1999990,10,0
152,860,400,43610,1575,2,0,195,2,1999990,10,0
153,861,400,43870,1575,1,0,260,0,1999990,10,0
154,864,400,44290,1575,3,0,420,0,1999990,10,0
155,878,400,44740,1575,14,0,450,0,1999990,10,0
156,889,400,45105,1577,11,0,365,2,1999990,10,0
157,894,400,45345,1579,5,0,240,2,1999990,10,0
158,902,400,45715,1595,8,0,370,16,1999990,10,0
159,905,400,45925,1597,3,0,210,2,1999990,10,0
160,910,400,46245,1601,5,0,320,4,1999990,10,0
161,920,400,46650,1603,10,0,405,2,1999990,10,0
162,930,400,46960,1603,10,0,310,0,1999990,10,0
163,933,400,47350,1603,3,0,390,0,1999990,10,0
164,940,400,47660,1603,7,0,310,0,1999990,10,0
165,949,400,48030,1603,9,0,370,0,1999990,10,0
166,954,400,48265,1625,5,0,235,22,1999990,10,0
167,958,400,48485,1651,4,0,220,26,1999990,10,0
168,968,400,48725,1729,10,0,240,78,1999990,10,0
169,975,400,49220,1797,7,0,495,68,1999990,10,0
170,986,400,49930,1801,11,0,710,4,1999990,10,0
171,1000,400,50210,1801,14,0,280,0,1999990,10,0
172,1004,400,50330,1801,4,0,120,0,1999990,10,0
173,1007,400,50730,1803,3,0,400,2,1999990,10,0
174,1021,400,51140,1855,14,0,410,52,1999990,10,0
175,1030,400,51630,1857,9,0,490,2,1999990,10,0
176,1035,400,52185,1859,5,0,555,2,1999990,10,0
177,1055,400,52750,1871,20,0,565,12,1999990,10,0
178,1057,400,52830,1923,2,0,80,52,1999990,10,0
179,1066,400,53190,1963,9,0,360,40,1999990,10,0
180,1069,400,53470,1963,3,0,280,0,1999990,10,0
181,1073,400,53790,1963,4,0,320,0,1999990,10,0
182,1080,400,54280,1963,7,0,490,0,1999990,10,0
183,1085,400,54640,1963,5,0,360,0,1999990,10,0
184,1094,400,54840,1963,9,0,200,0,1999990,10,0
185,1094,400,54980,1963,0,0,140,0,1999990,10,0
186,1094,400,55240,1963,0,0,260,0,1999990,10,0
187,1101,400,55700,1963,7,0,460,0,1999990,10,0
188,1109,400,56080,1963,8,0,380,0,1999990,10,0
189,1109,400,56230,1963,0,0,150,0,1999990,10,0
190,1109,400,56340,1963,0,0,110,0,1999990,10,0
191,1110,400,56510,1963,1,0,170,0,1999990,10,0
192,1111,400,56750,1963,1,0,240,0,1999980,20,10
193,1112,400,56950,1963,1,0,200,0,1999970,30,10
194,1116,400,57140,1963,4,0,190,0,1999970,30,0
195,1118,400,57370,1963,2,0,230,0,1999970,30,0
196,1121,400,57650,1971,3,0,280,8,1999970,30,0
197,1131,400,57980,2037,10,0,330,66,1999970,30,0
198,1137,400,58380,2067,6,0,400,30,1999970,30,0
199,1150,400,58770,2103,13,0,390,36,1999970,30,0
200,1156,400,59140,2121,6,0,370,18,1999970,30,0
201,1165,400,59400,2133,9,0,260,12,1999970,30,0
202,1174,400,59800,2137,9,0,400,4,1999970,30,0
203,1178,400,60095,2139,4,0,295,2,1999950,50,20
204,1181,400,60285,2142,3,0,190,3,1999930,70,20
205,1186,400,60430,2156,5,0,145,14,1999920,80,10
206,1199,400,60800,2184,13,0,370,28,1999910,90,10
207,1209,400,61015,2202,10,0,215,18,1999910,90,0
208,1212,400,61245,2202,3,0,230,0,1999910,90,0
209,1214,400,61525,2206,2,0,280,4,1999910,90,0
210,1216,400,61825,2254,2,0,300,48,1999910,90,0
211,1227,400,62175,2270,11,0,350,16,1999910,90,0
212,1228,400,62375,2270,1,0,200,0,1999910,90,0
213,1232,400,62665,2270,4,0,290,0,1999910,90,0
214,1237,400,62925,2270,5,0,260,0,1999910,90,0
215,1242,400,63135,2270,5,0,210,0,1999910,90,0
216,1251,400,63470,2272,9,0,335,2,1999910,90,0
217,1258,400,63800,2288,7,0,330,16,1999910,90,0
