# 逐秒监控 (t_sec=游戏开始后整秒; *_cum=累计; *_delta=该秒增量; boss_guard=该秒末Boss格挡条当前值; boss_dmg_*=对Boss输出,由格挡条下降量反推)
t_sec,kills_cum,scarlet_cum,damage_cum,coin_cum,kills_delta,scarlet_delta,damage_delta,coin_delta,boss_guard,boss_dmg_cum,boss_dmg_delta
0,0,0,0,0,0,0,0,0,2000000,0,0
1,0,0,0,0,0,0,0,0,2000000,0,0
2,0,0,0,0,0,0,0,0,2000000,0,0
3,0,0,0,0,0,0,0,0,2000000,0,0
4,0,0,0,0,0,0,0,0,2000000,0,0
5,0,0,8,0,0,0,8,0,2000000,0,0
6,0,0,8,0,0,0,0,0,2000000,0,0
7,0,0,30,0,0,0,23,0,2000000,0,0
8,0,0,38,0,0,0,8,0,2000000,0,0
9,1,20,103,0,1,20,65,0,2000000,0,0
10,1,20,148,0,0,0,45,0,2000000,0,0
11,2,40,273,0,1,20,125,0,2000000,0,0
12,6,124,443,0,4,84,170,0,2000000,0,0
13,6,124,480,0,0,0,38,0,2000000,0,0
14,6,124,638,0,0,0,158,0,1999993,8,8
15,6,124,780,0,0,0,143,0,1999993,8,0
16,8,164,955,0,2,40,175,0,1999993,8,0
17,9,184,1118,0,1,20,163,0,1999993,8,0
18,11,228,1270,0,2,44,153,0,1999993,8,0
19,12,252,1448,0,1,24,178,0,1999993,8,0
20,12,252,1643,0,0,0,195,0,1999993,8,0
21,14,292,1863,0,2,40,220,0,1999993,8,0
22,18,372,2040,0,4,80,178,0,1999993,8,0
23,20,400,2253,0,2,28,213,0,1999993,8,0
24,23,400,2470,0,3,0,218,0,1999993,8,0
25,24,400,2633,0,1,0,163,0,1999993,8,0
26,25,400,2833,0,1,0,200,0,1999993,8,0
27,30,400,3015,0,5,0,183,0,1999993,8,0
28,30,400,3195,0,0,0,180,0,1999993,8,0
29,30,400,3420,0,0,0,225,0,1999993,8,0
30,38,400,3610,0,8,0,190,0,1999993,8,0
31,42,400,3780,0,4,0,170,0,1999993,8,0
32,44,400,4015,0,2,0,235,0,1999993,8,0
33,47,400,4195,6,3,0,180,6,1999993,8,0
34,49,400,4318,18,2,0,123,12,1999993,8,0
35,51,400,4403,18,2,0,85,0,1999993,8,0
36,53,400,4518,18,2,0,115,0,1999993,8,0
37,54,400,4703,20,1,0,185,2,1999993,8,0
38,55,400,4865,20,1,0,163,0,1999993,8,0
39,57,400,4965,20,2,0,100,0,1999985,15,8
40,57,400,5048,20,0,0,83,0,1999970,30,15
41,59,400,5178,20,2,0,130,0,1999970,30,0
42,62,400,5343,22,3,0,165,2,1999970,30,0
43,64,400,5525,22,2,0,183,0,1999970,30,0
44,71,400,5733,32,7,0,208,10,1999970,30,0
45,71,400,5913,42,0,0,180,10,1999970,30,0
46,73,400,6103,50,2,0,190,8,1999970,30,0
47,76,400,6245,50,3,0,143,0,1999970,30,0
48,81,400,6398,50,5,0,153,0,1999970,30,0
49,88,400,6515,50,7,0,118,0,1999970,30,0
50,94,400,6695,50,6,0,180,0,1999970,30,0
51,97,400,6898,50,3,0,203,0,1999970,30,0
52,99,400,7088,50,2,0,190,0,1999970,30,0
53,101,400,7240,50,2,0,153,0,1999970,30,0
54,107,400,7413,50,6,0,173,0,1999970,30,0
55,111,400,7583,50,4,0,170,0,1999970,30,0
56,115,400,7760,50,4,0,178,0,1999970,30,0
57,115,400,7918,56,0,0,158,6,1999970,30,0
58,115,400,7963,59,0,0,45,3,1999948,53,23
59,115,400,8150,73,0,0,188,14,1999948,53,0
60,115,400,8375,79,0,0,225,6,1999948,53,0
61,115,400,8525,81,0,0,150,2,1999948,53,0
62,117,400,8678,83,2,0,153,2,1999948,53,0
63,124,400,8810,85,7,0,133,2,1999948,53,0
64,126,400,9038,85,2,0,228,0,1999948,53,0
65,130,400,9208,85,4,0,170,0,1999948,53,0
66,135,400,9338,87,5,0,130,2,1999948,53,0
67,135,400,9533,89,0,0,195,2,1999948,53,0
68,138,400,9683,89,3,0,150,0,1999948,53,0
69,140,400,9918,89,2,0,235,0,1999948,53,0
70,145,400,10063,89,5,0,145,0,1999948,53,0
71,150,400,10238,89,5,0,175,0,1999948,53,0
72,155,400,10443,89,5,0,205,0,1999948,53,0
73,157,400,10633,89,2,0,190,0,1999948,53,0
74,161,400,10795,91,4,0,163,2,1999948,53,0
75,163,400,10955,95,2,0,160,4,1999948,53,0
76,168,400,11138,111,5,0,183,16,1999948,53,0
77,173,400,11313,115,5,0,175,4,1999948,53,0
78,175,400,11480,119,2,0,168,4,1999948,53,0
79,178,400,11623,125,3,0,143,6,1999948,53,0
80,183,400,11723,127,5,0,100,2,1999948,53,0
81,189,400,11985,127,6,0,263,0,1999948,53,0
82,195,400,12128,127,6,0,143,0,1999948,53,0
83,198,400,12315,127,3,0,188,0,1999948,53,0
84,201,400,12458,127,3,0,143,0,1999948,53,0
85,203,400,12535,127,2,0,78,0,1999925,75,23
86,203,400,12595,130,0,0,60,3,1999903,98,23
87,207,400,12780,130,4,0,185,0,1999903,98,0
88,212,400,12978,134,5,0,198,4,1999903,98,0
89,216,400,13245,136,4,0,268,2,1999903,98,0
90,216,400,13380,174,0,0,135,38,1999903,98,0
91,217,400,13543,178,1,0,163,4,1999903,98,0
92,223,400,13715,178,6,0,173,0,1999903,98,0
93,227,400,13803,178,4,0,88,0,1999903,98,0
94,233,400,14125,178,6,0,323,0,1999903,98,0
95,238,400,14278,178,5,0,153,0,1999903,98,0
96,241,400,14450,180,3,0,173,2,1999903,98,0
97,246,400,14640,180,5,0,190,0,1999903,98,0
98,252,400,14925,182,6,0,285,2,1999903,98,0
99,258,400,15128,190,6,0,203,8,1999903,98,0
100,266,400,15303,210,8,0,175,20,1999903,98,0
101,268,400,15455,246,2,0,153,36,1999903,98,0
102,270,400,15645,306,2,0,190,60,1999903,98,0
103,273,400,15825,312,3,0,180,6,1999903,98,0
104,274,400,15958,318,1,0,133,6,1999903,98,0
105,277,400,16145,318,3,0,188,0,1999903,98,0
106,282,400,16320,318,5,0,175,0,1999903,98,0
107,285,400,16538,318,3,0,218,0,1999903,98,0
108,286,400,16760,318,1,0,223,0,1999903,98,0
109,287,400,16908,320,1,0,148,2,1999903,98,0
110,287,400,17058,320,0,0,150,0,1999903,98,0
111,288,400,17213,320,1,0,155,0,1999903,98,0
112,292,400,17458,320,4,0,245,0,1999903,98,0
113,293,400,17643,322,1,0,185,2,1999903,98,0
114,296,400,17785,326,3,0,143,4,1999903,98,0
115,298,400,17960,326,2,0,175,0,1999903,98,0
116,303,400,18135,332,5,0,175,6,1999903,98,0
117,303,400,18233,344,0,0,98,12,1999903,98,0
118,307,400,18425,364,4,0,193,20,1999903,98,0
119,310,400,18650,380,3,0,225,16,1999903,98,0
120,314,400,18835,380,4,0,185,0,1999903,98,0
121,321,400,18975,380,7,0,140,0,1999903,98,0
122,323,400,19143,384,2,0,168,4,1999903,98,0
123,330,400,19388,386,7,0,245,2,1999903,98,0
124,336,400,19523,386,6,0,135,0,1999903,98,0
125,337,400,19723,390,1,0,200,4,1999903,98,0
126,340,400,19933,390,3,0,210,0,1999903,98,0
127,342,400,20093,390,2,0,160,0,1999903,98,0
128,345,400,20265,392,3,0,173,2,1999903,98,0
129,350,400,20418,404,5,0,153,12,1999903,98,0
130,353,400,20628,404,3,0,210,0,1999903,98,0
131,358,400,20758,404,5,0,130,0,1999903,98,0
132,365,400,20883,404,7,0,125,0,1999903,98,0
133,372,400,20993,404,7,0,110,0,1999903,98,0
134,379,400,21245,404,7,0,253,0,1999903,98,0
135,385,400,21500,406,6,0,255,2,1999903,98,0
136,387,400,21668,416,2,0,168,10,1999903,98,0
137,390,400,21855,456,3,0,188,40,1999903,98,0
138,392,400,21993,482,2,0,138,26,1999903,98,0
139,393,400,22178,502,1,0,185,20,1999903,98,0
140,399,400,22350,510,6,0,173,8,1999903,98,0
141,401,400,22555,536,2,0,205,26,1999903,98,0
142,402,400,22703,538,1,0,148,2,1999903,98,0
143,405,400,22883,538,3,0,180,0,1999903,98,0
144,408,400,23033,538,3,0,150,0,1999903,98,0
145,409,400,23210,538,1,0,178,0,1999903,98,0
146,411,400,23415,538,2,0,205,0,1999903,98,0
147,414,400,23595,538,3,0,180,0,1999903,98,0
148,419,400,23793,538,5,0,198,0,1999903,98,0
149,424,400,23983,540,5,0,190,2,1999903,98,0
150,430,400,24155,622,6,0,173,82,1999903,98,0
151,432,400,24278,690,2,0,123,68,1999903,98,0
152,436,400,24440,690,4,0,163,0,1999903,98,0
153,436,400,24568,690,0,0,128,0,1999903,98,0
154,442,400,24770,690,6,0,203,0,1999903,98,0
155,448,400,24980,690,6,0,210,0,1999903,98,0
156,454,400,25153,690,6,0,173,0,1999903,98,0
157,459,400,25350,690,5,0,198,0,1999903,98,0
158,464,400,25533,690,5,0,183,0,1999903,98,0
159,469,400,25730,694,5,0,198,4,1999903,98,0
160,476,400,25923,696,7,0,193,2,1999903,98,0
161,481,400,26098,696,5,0,175,0,1999903,98,0
162,484,400,26263,696,3,0,165,0,1999903,98,0
163,485,400,26403,696,1,0,140,0,1999903,98,0
164,486,400,26595,696,1,0,193,0,1999903,98,0
165,486,400,26753,696,0,0,158,0,1999903,98,0
166,490,400,26915,696,4,0,163,0,1999903,98,0
167,495,400,27105,704,5,0,190,8,1999903,98,0
168,499,400,27290,726,4,0,185,22,1999903,98,0
169,503,400,27423,744,4,0,133,18,1999903,98,0
170,508,400,27560,760,5,0,138,16,1999903,98,0
171,510,400,27720,764,2,0,160,4,1999903,98,0
172,516,400,27908,778,6,0,188,14,1999903,98,0
173,522,400,28013,794,6,0,105,16,1999903,98,0
174,529,400,28190,798,7,0,178,4,1999903,98,0
175,536,400,28405,798,7,0,215,0,1999903,98,0
176,538,400,28595,798,2,0,190,0,1999903,98,0
177,538,400,28775,798,0,0,180,0,1999903,98,0
178,545,400,28953,798,7,0,178,0,1999903,98,0
179,549,400,29123,798,4,0,170,0,1999903,98,0
180,552,400,29288,798,3,0,165,0,1999903,98,0
181,553,400,29488,798,1,0,200,0,1999903,98,0
182,554,400,29620,800,1,0,133,2,1999903,98,0
183,555,400,29775,800,1,0,155,0,1999895,105,8
184,555,400,29813,800,0,0,38,0,1999880,120,15
185,558,400,29970,800,3,0,158,0,1999880,120,0
186,563,400,30205,800,5,0,235,0,1999880,120,0
187,566,400,30385,800,3,0,180,0,1999880,120,0
188,571,400,30530,802,5,0,145,2,1999880,120,0
189,573,400,30675,802,2,0,145,0,1999880,120,0
190,576,400,30795,802,3,0,120,0,1999880,120,0
191,581,400,30918,802,5,0,123,0,1999880,120,0
192,585,400,31043,802,4,0,125,0,1999880,120,0
193,587,400,31293,802,2,0,250,0,1999880,120,0
194,593,400,31450,802,6,0,158,0,1999880,120,0
195,596,400,31600,802,3,0,150,0,1999880,120,0
196,599,400,31878,802,3,0,278,0,1999880,120,0
197,600,400,32115,802,1,0,238,0,1999880,120,0
198,602,400,32313,802,2,0,198,0,1999880,120,0
199,603,400,32543,802,1,0,230,0,1999880,120,0
200,608,400,32725,802,5,0,183,0,1999880,120,0
201,610,400,32885,802,2,0,160,0,1999880,120,0
202,613,400,33095,802,3,0,210,0,1999880,120,0
203,617,400,33235,802,4,0,140,0,1999880,120,0
204,621,400,33383,806,4,0,148,4,1999880,120,0
205,625,400,33545,814,4,0,163,8,1999880,120,0
206,631,400,33725,826,6,0,180,12,1999880,120,0
207,636,400,33870,834,5,0,145,8,1999880,120,0
208,643,400,34085,840,7,0,215,6,1999880,120,0
209,646,400,34228,866,3,0,143,26,1999880,120,0
210,648,400,34418,902,2,0,190,36,1999880,120,0
211,653,400,34645,936,5,0,228,34,1999880,120,0
212,658,400,34835,942,5,0,190,6,1999880,120,0
213,664,400,35008,944,6,0,173,2,1999880,120,0
214,667,400,35210,944,3,0,203,0,1999880,120,0
215,674,400,35358,944,7,0,148,0,1999880,120,0
216,677,400,35500,944,3,0,143,0,1999880,120,0
217,677,400,35620,944,0,0,120,0,1999880,120,0
218,678,400,35700,944,1,0,80,0,1999880,120,0
219,683,400,35935,952,5,0,235,8,1999880,120,0
220,685,400,36133,984,2,0,198,32,1999880,120,0
221,686,400,36258,1006,1,0,125,22,1999880,120,0
222,688,400,36433,1014,2,0,175,8,1999880,120,0
